"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	259	0	"Genetic"
"5"	2	5	183	0	"Genetic"
"6"	4	6	119	0	"Genetic"
"7"	2	7	96	0	"Genetic"
"8"	3	8	57	0	"Genetic"
"9"	7	9	57	0	"Genetic"
"10"	1	10	26	0	"Genetic"
"11"	6	11	26	0	"Genetic"
"12"	3	12	17	0	"Genetic"
"13"	5	13	16	0	"Genetic"
"14"	1	14	8	0	"Genetic"
"15"	5	15	6	0	"Genetic"
