"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	1	4	174	0	"Genetic"
"5"	2	5	154	0	"Genetic"
"6"	1	6	104	0	"Genetic"
"7"	4	7	100	0	"Genetic"
"8"	5	8	84	0	"Genetic"
"9"	2	9	82	0	"Genetic"
"10"	1	10	18	0	"Genetic"
"11"	6	11	18	0	"Genetic"
"12"	4	12	6	0	"Genetic"
"13"	7	13	4	0	"Genetic"
