"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	419	0	"Genetic"
"5"	1	5	418	0	"Genetic"
"6"	2	6	342	0	"Genetic"
"7"	4	7	336	0	"Genetic"
"8"	1	8	334	0	"Genetic"
"9"	5	9	327	0	"Genetic"
"10"	2	10	261	0	"Genetic"
"11"	7	11	256	0	"Genetic"
"12"	6	12	255	0	"Genetic"
"13"	1	13	249	0	"Genetic"
"14"	4	14	229	0	"Genetic"
"15"	8	15	225	0	"Genetic"
"16"	9	16	214	0	"Genetic"
