"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	183	0	"Genetic"
"5"	1	5	166	0	"Genetic"
"6"	4	6	106	0	"Genetic"
"7"	2	7	103	0	"Genetic"
"8"	1	8	89	0	"Genetic"
"9"	5	9	85	0	"Genetic"
"10"	4	10	16	0	"Genetic"
"11"	6	11	12	0	"Genetic"
"12"	2	12	4	0	"Genetic"
