"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	178	0	"Genetic"
"5"	1	5	165	0	"Genetic"
"6"	2	6	100	0	"Genetic"
"7"	4	7	98	0	"Genetic"
"8"	5	8	98	0	"Genetic"
"9"	1	9	84	0	"Genetic"
"10"	4	10	14	0	"Genetic"
