"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	3	4	100	0	"Genetic"
"5"	1	5	97	0	"Genetic"
"6"	2	6	66	0	"Genetic"
"7"	4	7	48	0	"Genetic"
"8"	5	8	37	0	"Genetic"
"9"	2	9	26	0	"Genetic"
"10"	5	10	26	0	"Genetic"
"11"	4	11	24	0	"Genetic"
"12"	1	12	19	0	"Genetic"
"13"	3	13	7	0	"Genetic"
"14"	6	14	0	0	"Genetic"
