"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	1	4	415	0	"Genetic"
"5"	2	5	384	0	"Genetic"
"6"	4	6	328	0	"Genetic"
"7"	2	7	295	0	"Genetic"
"8"	1	8	287	0	"Genetic"
"9"	5	9	284	0	"Genetic"
"10"	6	10	186	0	"Genetic"
"11"	1	11	77	0	"Genetic"
"12"	5	12	72	0	"Genetic"
"13"	4	13	68	0	"Genetic"
"14"	8	14	66	0	"Genetic"
"15"	10	15	46	0	"Genetic"
"16"	6	16	20	0	"Genetic"
