"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	1	4	177	0	"Genetic"
"5"	2	5	126	0	"Genetic"
"6"	4	6	106	0	"Genetic"
"7"	1	7	94	0	"Genetic"
"8"	2	8	50	0	"Genetic"
"9"	5	9	39	0	"Genetic"
"10"	4	10	28	0	"Genetic"
"11"	6	11	26	0	"Genetic"
"12"	7	12	9	0	"Genetic"
"13"	1	13	5	0	"Genetic"
