"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	3	4	388	0	"Genetic"
"5"	1	5	377	0	"Genetic"
"6"	2	6	365	0	"Genetic"
"7"	4	7	269	0	"Genetic"
"8"	5	8	267	0	"Genetic"
"9"	6	9	267	0	"Genetic"
"10"	1	10	266	0	"Genetic"
"11"	3	11	253	0	"Genetic"
"12"	2	12	244	0	"Genetic"
"13"	8	13	126	0	"Genetic"
"14"	10	14	112	0	"Genetic"
"15"	5	15	74	0	"Genetic"
