"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	418	0	"Genetic"
"5"	1	5	414	0	"Genetic"
"6"	4	6	343	0	"Genetic"
"7"	1	7	336	0	"Genetic"
"8"	5	8	334	0	"Genetic"
"9"	2	9	332	0	"Genetic"
"10"	4	10	258	0	"Genetic"
"11"	5	11	258	0	"Genetic"
"12"	8	12	255	0	"Genetic"
"13"	1	13	254	0	"Genetic"
"14"	9	14	253	0	"Genetic"
"15"	2	15	252	0	"Genetic"
"16"	6	16	228	0	"Genetic"
"17"	7	17	216	0	"Genetic"
