"seed";"dispersal";"divergence_threshold";"competition"
"config_M0_1";20884;0;65;0.9
"config_M0_2";57971;0.0204081632653061;65;0.9
"config_M0_3";31957;0.0408163265306122;65;0.9
"config_M0_4";6133;0.0612244897959184;65;0.9
"config_M0_5";53789;0.0816326530612245;65;0.9
"config_M0_6";89603;0.102040816326531;65;0.9
"config_M0_7";321;0.122448979591837;65;0.9
"config_M0_8";6584;0.142857142857143;65;0.9
"config_M0_9";6260;0.163265306122449;65;0.9
"config_M0_10";90764;0.183673469387755;65;0.9
"config_M0_11";25166;0.204081632653061;65;0.9
"config_M0_12";50626;0.224489795918367;65;0.9
"config_M0_13";23243;0.244897959183673;65;0.9
"config_M0_14";4816;0.26530612244898;65;0.9
"config_M0_15";37779;0.285714285714286;65;0.9
"config_M0_16";63891;0.306122448979592;65;0.9
"config_M0_17";1929;0.326530612244898;65;0.9
"config_M0_18";66543;0.346938775510204;65;0.9
"config_M0_19";18608;0.36734693877551;65;0.9
"config_M0_20";31949;0.387755102040816;65;0.9
"config_M0_21";90401;0.408163265306122;65;0.9
"config_M0_22";28894;0.428571428571429;65;0.9
"config_M0_23";31642;0.448979591836735;65;0.9
"config_M0_24";35667;0.469387755102041;65;0.9
"config_M0_25";92525;0.489795918367347;65;0.9
"config_M0_26";28384;0.510204081632653;65;0.9
"config_M0_27";12550;0.530612244897959;65;0.9
"config_M0_28";44430;0.551020408163265;65;0.9
"config_M0_29";573;0.571428571428571;65;0.9
"config_M0_30";51812;0.591836734693878;65;0.9
"config_M0_31";54996;0.612244897959184;65;0.9
"config_M0_32";80534;0.63265306122449;65;0.9
"config_M0_33";82962;0.653061224489796;65;0.9
"config_M0_34";67741;0.673469387755102;65;0.9
"config_M0_35";22855;0.693877551020408;65;0.9
"config_M0_36";12938;0.714285714285714;65;0.9
"config_M0_37";81657;0.73469387755102;65;0.9
"config_M0_38";11417;0.755102040816326;65;0.9
"config_M0_39";42679;0.775510204081633;65;0.9
"config_M0_40";35002;0.795918367346939;65;0.9
"config_M0_41";22487;0.816326530612245;65;0.9
"config_M0_42";87958;0.836734693877551;65;0.9
"config_M0_43";44722;0.857142857142857;65;0.9
"config_M0_44";15547;0.877551020408163;65;0.9
"config_M0_45";69209;0.897959183673469;65;0.9
"config_M0_46";41719;0.918367346938775;65;0.9
"config_M0_47";63345;0.938775510204082;65;0.9
"config_M0_48";31054;0.959183673469388;65;0.9
"config_M0_49";4588;0.979591836734694;65;0.9
"config_M0_50";86057;1;65;0.9
"config_M0_51";41689;0;65;0.902564102564103
"config_M0_52";70271;0.0204081632653061;65;0.902564102564103
"config_M0_53";48842;0.0408163265306122;65;0.902564102564103
"config_M0_54";50221;0.0612244897959184;65;0.902564102564103
"config_M0_55";28005;0.0816326530612245;65;0.902564102564103
"config_M0_56";50643;0.102040816326531;65;0.902564102564103
"config_M0_57";50062;0.122448979591837;65;0.902564102564103
"config_M0_58";64170;0.142857142857143;65;0.902564102564103
"config_M0_59";20879;0.163265306122449;65;0.902564102564103
"config_M0_60";84032;0.183673469387755;65;0.902564102564103
"config_M0_61";81787;0.204081632653061;65;0.902564102564103
"config_M0_62";93464;0.224489795918367;65;0.902564102564103
"config_M0_63";49241;0.244897959183673;65;0.902564102564103
"config_M0_64";86615;0.26530612244898;65;0.902564102564103
"config_M0_65";99907;0.285714285714286;65;0.902564102564103
"config_M0_66";23439;0.306122448979592;65;0.902564102564103
"config_M0_67";23533;0.326530612244898;65;0.902564102564103
"config_M0_68";36180;0.346938775510204;65;0.902564102564103
"config_M0_69";6895;0.36734693877551;65;0.902564102564103
"config_M0_70";37326;0.387755102040816;65;0.902564102564103
"config_M0_71";74244;0.408163265306122;65;0.902564102564103
"config_M0_72";26798;0.428571428571429;65;0.902564102564103
"config_M0_73";7325;0.448979591836735;65;0.902564102564103
"config_M0_74";27329;0.469387755102041;65;0.902564102564103
"config_M0_75";18498;0.489795918367347;65;0.902564102564103
"config_M0_76";41535;0.510204081632653;65;0.902564102564103
"config_M0_77";9542;0.530612244897959;65;0.902564102564103
"config_M0_78";84914;0.551020408163265;65;0.902564102564103
"config_M0_79";24672;0.571428571428571;65;0.902564102564103
"config_M0_80";38413;0.591836734693878;65;0.902564102564103
"config_M0_81";60496;0.612244897959184;65;0.902564102564103
"config_M0_82";48642;0.63265306122449;65;0.902564102564103
"config_M0_83";83020;0.653061224489796;65;0.902564102564103
"config_M0_84";2957;0.673469387755102;65;0.902564102564103
"config_M0_85";6653;0.693877551020408;65;0.902564102564103
"config_M0_86";43953;0.714285714285714;65;0.902564102564103
"config_M0_87";71830;0.73469387755102;65;0.902564102564103
