"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	176	0	"Genetic"
"5"	1	5	122	0	"Genetic"
"6"	2	6	103	0	"Genetic"
"7"	4	7	94	0	"Genetic"
"8"	1	8	54	0	"Genetic"
"9"	5	9	37	0	"Genetic"
"10"	2	10	27	0	"Genetic"
"11"	4	11	17	0	"Genetic"
"12"	6	12	14	0	"Genetic"
"13"	7	13	9	0	"Genetic"
