"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	1	4	428	0	"Genetic"
"5"	2	5	426	0	"Genetic"
"6"	5	6	359	0	"Genetic"
"7"	1	7	357	0	"Genetic"
"8"	2	8	349	0	"Genetic"
"9"	4	9	339	0	"Genetic"
"10"	7	10	286	0	"Genetic"
"11"	2	11	277	0	"Genetic"
"12"	8	12	269	52	"Genetic"
"13"	1	13	268	0	"Genetic"
"14"	5	14	266	0	"Genetic"
"15"	9	15	266	0	"Genetic"
"16"	6	16	263	0	"Genetic"
"17"	4	17	262	0	"Genetic"
"18"	10	18	207	0	"Genetic"
"19"	2	19	201	0	"Genetic"
"20"	7	20	198	0	"Genetic"
"21"	6	21	192	0	"Genetic"
"22"	14	22	189	0	"Genetic"
"23"	15	23	186	0	"Genetic"
"24"	8	24	185	0	"Genetic"
"25"	13	25	185	0	"Genetic"
"26"	1	26	183	0	"Genetic"
"27"	11	27	179	0	"Genetic"
"28"	17	28	175	0	"Genetic"
"29"	16	29	169	0	"Genetic"
"30"	12	30	168	0	"Genetic"
"31"	4	31	159	0	"Genetic"
"32"	9	32	158	0	"Genetic"
"33"	5	33	157	0	"Genetic"
"34"	2	34	127	0	"Genetic"
"35"	18	35	126	0	"Genetic"
"36"	10	36	118	0	"Genetic"
"37"	6	37	116	0	"Genetic"
"38"	7	38	116	0	"Genetic"
"39"	20	39	114	0	"Genetic"
"40"	19	40	113	0	"Genetic"
"41"	14	41	112	0	"Genetic"
"42"	15	42	108	0	"Genetic"
"43"	8	43	106	0	"Genetic"
"44"	21	44	106	0	"Genetic"
"45"	1	45	101	0	"Genetic"
"46"	13	46	101	0	"Genetic"
"47"	25	47	101	0	"Genetic"
"48"	11	48	100	0	"Genetic"
"49"	27	49	100	0	"Genetic"
"50"	22	50	98	0	"Genetic"
"51"	24	51	98	0	"Genetic"
"52"	23	52	97	0	"Genetic"
"53"	16	53	92	0	"Genetic"
"54"	26	54	90	0	"Genetic"
"55"	5	55	89	0	"Genetic"
"56"	32	56	89	0	"Genetic"
"57"	33	57	89	0	"Genetic"
"58"	17	58	88	0	"Genetic"
"59"	29	59	88	0	"Genetic"
"60"	28	60	86	0	"Genetic"
"61"	9	61	84	0	"Genetic"
"62"	12	62	71	0	"Genetic"
"63"	30	63	70	0	"Genetic"
"64"	4	64	63	0	"Genetic"
"65"	18	65	60	0	"Genetic"
"66"	35	66	56	0	"Genetic"
"67"	2	67	55	0	"Genetic"
"68"	34	68	53	0	"Genetic"
"69"	31	69	52	0	"Genetic"
"70"	36	70	48	0	"Genetic"
"71"	20	71	47	0	"Genetic"
"72"	40	72	44	0	"Genetic"
"73"	6	73	43	0	"Genetic"
"74"	38	74	43	0	"Genetic"
"75"	37	75	40	0	"Genetic"
"76"	10	76	39	0	"Genetic"
"77"	19	77	39	0	"Genetic"
"78"	39	78	39	0	"Genetic"
"79"	43	79	38	0	"Genetic"
"80"	7	80	34	0	"Genetic"
"81"	21	81	33	0	"Genetic"
"82"	42	82	33	0	"Genetic"
"83"	14	83	30	0	"Genetic"
"84"	8	84	25	0	"Genetic"
"85"	49	85	24	0	"Genetic"
"86"	22	86	23	0	"Genetic"
"87"	1	87	19	0	"Genetic"
"88"	15	88	19	0	"Genetic"
"89"	52	89	19	0	"Genetic"
"90"	27	90	16	0	"Genetic"
"91"	45	91	16	0	"Genetic"
"92"	9	92	15	0	"Genetic"
"93"	26	93	14	0	"Genetic"
"94"	23	94	10	0	"Genetic"
"95"	32	95	8	0	"Genetic"
"96"	53	96	8	0	"Genetic"
"97"	5	97	6	0	"Genetic"
"98"	16	98	6	0	"Genetic"
"99"	17	99	6	0	"Genetic"
"100"	57	100	5	0	"Genetic"
"101"	29	101	4	0	"Genetic"
"102"	48	102	3	0	"Genetic"
"103"	50	103	0	0	"Genetic"
