"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	3	4	395	0	"Genetic"
"5"	1	5	370	0	"Genetic"
"6"	2	6	370	0	"Genetic"
"7"	4	7	297	0	"Genetic"
"8"	3	8	280	0	"Genetic"
"9"	2	9	272	0	"Genetic"
"10"	5	10	268	0	"Genetic"
"11"	6	11	250	0	"Genetic"
"12"	1	12	243	0	"Genetic"
"13"	3	13	170	0	"Genetic"
"14"	9	14	118	0	"Genetic"
"15"	4	15	114	0	"Genetic"
"16"	7	16	114	0	"Genetic"
