"seed";"dispersal";"divergence_threshold";"competition"
"config_M1_298";88260;0.894736842105263;75;0.910526315789474
"config_M1_299";2076;0.947368421052632;75;0.910526315789474
"config_M1_300";43990;1;75;0.910526315789474
"config_M1_301";3612;0;55;0.915789473684211
"config_M1_302";81734;0.0526315789473684;55;0.915789473684211
"config_M1_303";16165;0.105263157894737;55;0.915789473684211
"config_M1_304";92088;0.157894736842105;55;0.915789473684211
"config_M1_305";56675;0.210526315789474;55;0.915789473684211
"config_M1_306";54807;0.263157894736842;55;0.915789473684211
"config_M1_307";8007;0.315789473684211;55;0.915789473684211
"config_M1_308";21445;0.368421052631579;55;0.915789473684211
"config_M1_309";34157;0.421052631578947;55;0.915789473684211
"config_M1_310";60268;0.473684210526316;55;0.915789473684211
"config_M1_311";78762;0.526315789473684;55;0.915789473684211
"config_M1_312";63009;0.578947368421053;55;0.915789473684211
"config_M1_313";50226;0.631578947368421;55;0.915789473684211
"config_M1_314";57122;0.684210526315789;55;0.915789473684211
"config_M1_315";63653;0.736842105263158;55;0.915789473684211
"config_M1_316";22474;0.789473684210526;55;0.915789473684211
"config_M1_317";23241;0.842105263157895;55;0.915789473684211
"config_M1_318";7119;0.894736842105263;55;0.915789473684211
"config_M1_319";63667;0.947368421052632;55;0.915789473684211
"config_M1_320";25686;1;55;0.915789473684211
"config_M1_321";31954;0;60;0.915789473684211
"config_M1_322";8734;0.0526315789473684;60;0.915789473684211
"config_M1_323";10638;0.105263157894737;60;0.915789473684211
"config_M1_324";56714;0.157894736842105;60;0.915789473684211
"config_M1_325";65572;0.210526315789474;60;0.915789473684211
"config_M1_326";70375;0.263157894736842;60;0.915789473684211
"config_M1_327";35874;0.315789473684211;60;0.915789473684211
"config_M1_328";48982;0.368421052631579;60;0.915789473684211
"config_M1_329";76224;0.421052631578947;60;0.915789473684211
"config_M1_330";6506;0.473684210526316;60;0.915789473684211
"config_M1_331";55700;0.526315789473684;60;0.915789473684211
"config_M1_332";8012;0.578947368421053;60;0.915789473684211
"config_M1_333";93826;0.631578947368421;60;0.915789473684211
"config_M1_334";88623;0.684210526315789;60;0.915789473684211
"config_M1_335";56657;0.736842105263158;60;0.915789473684211
"config_M1_336";78191;0.789473684210526;60;0.915789473684211
"config_M1_337";74890;0.842105263157895;60;0.915789473684211
"config_M1_338";95670;0.894736842105263;60;0.915789473684211
"config_M1_339";49520;0.947368421052632;60;0.915789473684211
"config_M1_340";21464;1;60;0.915789473684211
"config_M1_341";95550;0;65;0.915789473684211
"config_M1_342";75049;0.0526315789473684;65;0.915789473684211
"config_M1_343";69189;0.105263157894737;65;0.915789473684211
"config_M1_344";47334;0.157894736842105;65;0.915789473684211
"config_M1_345";36191;0.210526315789474;65;0.915789473684211
"config_M1_346";57730;0.263157894736842;65;0.915789473684211
"config_M1_347";34415;0.315789473684211;65;0.915789473684211
"config_M1_348";71970;0.368421052631579;65;0.915789473684211
"config_M1_349";919;0.421052631578947;65;0.915789473684211
"config_M1_350";23787;0.473684210526316;65;0.915789473684211
"config_M1_351";58134;0.526315789473684;65;0.915789473684211
"config_M1_352";46599;0.578947368421053;65;0.915789473684211
"config_M1_353";49901;0.631578947368421;65;0.915789473684211
"config_M1_354";13299;0.684210526315789;65;0.915789473684211
"config_M1_355";22299;0.736842105263158;65;0.915789473684211
"config_M1_356";92375;0.789473684210526;65;0.915789473684211
"config_M1_357";68859;0.842105263157895;65;0.915789473684211
"config_M1_358";2149;0.894736842105263;65;0.915789473684211
"config_M1_359";87202;0.947368421052632;65;0.915789473684211
"config_M1_360";43735;1;65;0.915789473684211
"config_M1_361";25532;0;70;0.915789473684211
"config_M1_362";71907;0.0526315789473684;70;0.915789473684211
"config_M1_363";6925;0.105263157894737;70;0.915789473684211
"config_M1_364";17535;0.157894736842105;70;0.915789473684211
"config_M1_365";93997;0.210526315789474;70;0.915789473684211
"config_M1_366";21523;0.263157894736842;70;0.915789473684211
"config_M1_367";71866;0.315789473684211;70;0.915789473684211
"config_M1_368";16932;0.368421052631579;70;0.915789473684211
"config_M1_369";34580;0.421052631578947;70;0.915789473684211
"config_M1_370";78472;0.473684210526316;70;0.915789473684211
"config_M1_371";77965;0.526315789473684;70;0.915789473684211
"config_M1_372";3990;0.578947368421053;70;0.915789473684211
"config_M1_373";65799;0.631578947368421;70;0.915789473684211
"config_M1_374";72617;0.684210526315789;70;0.915789473684211
"config_M1_375";3567;0.736842105263158;70;0.915789473684211
"config_M1_376";59777;0.789473684210526;70;0.915789473684211
"config_M1_377";30175;0.842105263157895;70;0.915789473684211
"config_M1_378";67878;0.894736842105263;70;0.915789473684211
"config_M1_379";88715;0.947368421052632;70;0.915789473684211
"config_M1_380";98189;1;70;0.915789473684211
"config_M1_381";16881;0;75;0.915789473684211
"config_M1_382";11952;0.0526315789473684;75;0.915789473684211
"config_M1_383";6150;0.105263157894737;75;0.915789473684211
"config_M1_384";71262;0.157894736842105;75;0.915789473684211
"config_M1_385";33018;0.210526315789474;75;0.915789473684211
"config_M1_386";51109;0.263157894736842;75;0.915789473684211
"config_M1_387";63487;0.315789473684211;75;0.915789473684211
"config_M1_388";26650;0.368421052631579;75;0.915789473684211
"config_M1_389";29497;0.421052631578947;75;0.915789473684211
"config_M1_390";33725;0.473684210526316;75;0.915789473684211
"config_M1_391";67566;0.526315789473684;75;0.915789473684211
"config_M1_392";97036;0.578947368421053;75;0.915789473684211
"config_M1_393";47781;0.631578947368421;75;0.915789473684211
"config_M1_394";75239;0.684210526315789;75;0.915789473684211
"config_M1_395";46444;0.736842105263158;75;0.915789473684211
"config_M1_396";72281;0.789473684210526;75;0.915789473684211
"config_M1_397";3747;0.842105263157895;75;0.915789473684211
"config_M1_398";35077;0.894736842105263;75;0.915789473684211
"config_M1_399";66873;0.947368421052632;75;0.915789473684211
"config_M1_400";16430;1;75;0.915789473684211
"config_M1_401";47213;0;55;0.921052631578947
"config_M1_402";32503;0.0526315789473684;55;0.921052631578947
"config_M1_403";69756;0.105263157894737;55;0.921052631578947
"config_M1_404";52940;0.157894736842105;55;0.921052631578947
"config_M1_405";150;0.210526315789474;55;0.921052631578947
"config_M1_406";62161;0.263157894736842;55;0.921052631578947
"config_M1_407";65598;0.315789473684211;55;0.921052631578947
"config_M1_408";93806;0.368421052631579;55;0.921052631578947
"config_M1_409";80592;0.421052631578947;55;0.921052631578947
"config_M1_410";38751;0.473684210526316;55;0.921052631578947
"config_M1_411";61967;0.526315789473684;55;0.921052631578947
"config_M1_412";71275;0.578947368421053;55;0.921052631578947
"config_M1_413";75031;0.631578947368421;55;0.921052631578947
"config_M1_414";47013;0.684210526315789;55;0.921052631578947
"config_M1_415";54966;0.736842105263158;55;0.921052631578947
"config_M1_416";11774;0.789473684210526;55;0.921052631578947
"config_M1_417";807;0.842105263157895;55;0.921052631578947
"config_M1_418";87578;0.894736842105263;55;0.921052631578947
"config_M1_419";71462;0.947368421052632;55;0.921052631578947
"config_M1_420";39208;1;55;0.921052631578947
"config_M1_421";58112;0;60;0.921052631578947
"config_M1_422";47328;0.0526315789473684;60;0.921052631578947
"config_M1_423";87999;0.105263157894737;60;0.921052631578947
"config_M1_424";68521;0.157894736842105;60;0.921052631578947
"config_M1_425";5068;0.210526315789474;60;0.921052631578947
"config_M1_426";45259;0.263157894736842;60;0.921052631578947
"config_M1_427";46848;0.315789473684211;60;0.921052631578947
"config_M1_428";39135;0.368421052631579;60;0.921052631578947
"config_M1_429";8280;0.421052631578947;60;0.921052631578947
"config_M1_430";79661;0.473684210526316;60;0.921052631578947
"config_M1_431";86187;0.526315789473684;60;0.921052631578947
"config_M1_432";64742;0.578947368421053;60;0.921052631578947
"config_M1_433";17929;0.631578947368421;60;0.921052631578947
"config_M1_434";68093;0.684210526315789;60;0.921052631578947
"config_M1_435";91881;0.736842105263158;60;0.921052631578947
"config_M1_436";89514;0.789473684210526;60;0.921052631578947
"config_M1_437";30708;0.842105263157895;60;0.921052631578947
"config_M1_438";95095;0.894736842105263;60;0.921052631578947
"config_M1_439";54050;0.947368421052632;60;0.921052631578947
"config_M1_440";90220;1;60;0.921052631578947
"config_M1_441";40055;0;65;0.921052631578947
"config_M1_442";15871;0.0526315789473684;65;0.921052631578947
"config_M1_443";95351;0.105263157894737;65;0.921052631578947
"config_M1_444";51287;0.157894736842105;65;0.921052631578947
"config_M1_445";52407;0.210526315789474;65;0.921052631578947
"config_M1_446";67282;0.263157894736842;65;0.921052631578947
"config_M1_447";14776;0.315789473684211;65;0.921052631578947
"config_M1_448";86836;0.368421052631579;65;0.921052631578947
"config_M1_449";11416;0.421052631578947;65;0.921052631578947
"config_M1_450";95457;0.473684210526316;65;0.921052631578947
"config_M1_451";94709;0.526315789473684;65;0.921052631578947
"config_M1_452";37341;0.578947368421053;65;0.921052631578947
"config_M1_453";2032;0.631578947368421;65;0.921052631578947
"config_M1_454";54007;0.684210526315789;65;0.921052631578947
"config_M1_455";84518;0.736842105263158;65;0.921052631578947
"config_M1_456";64903;0.789473684210526;65;0.921052631578947
"config_M1_457";99712;0.842105263157895;65;0.921052631578947
"config_M1_458";44270;0.894736842105263;65;0.921052631578947
"config_M1_459";77005;0.947368421052632;65;0.921052631578947
"config_M1_460";45571;1;65;0.921052631578947
"config_M1_461";65597;0;70;0.921052631578947
"config_M1_462";62617;0.0526315789473684;70;0.921052631578947
"config_M1_463";86282;0.105263157894737;70;0.921052631578947
"config_M1_464";50084;0.157894736842105;70;0.921052631578947
"config_M1_465";53290;0.210526315789474;70;0.921052631578947
"config_M1_466";23261;0.263157894736842;70;0.921052631578947
"config_M1_467";46414;0.315789473684211;70;0.921052631578947
"config_M1_468";9037;0.368421052631579;70;0.921052631578947
"config_M1_469";78160;0.421052631578947;70;0.921052631578947
"config_M1_470";90849;0.473684210526316;70;0.921052631578947
"config_M1_471";3700;0.526315789473684;70;0.921052631578947
"config_M1_472";38100;0.578947368421053;70;0.921052631578947
"config_M1_473";49025;0.631578947368421;70;0.921052631578947
"config_M1_474";37280;0.684210526315789;70;0.921052631578947
"config_M1_475";34623;0.736842105263158;70;0.921052631578947
"config_M1_476";39432;0.789473684210526;70;0.921052631578947
"config_M1_477";91416;0.842105263157895;70;0.921052631578947
"config_M1_478";7847;0.894736842105263;70;0.921052631578947
"config_M1_479";21783;0.947368421052632;70;0.921052631578947
"config_M1_480";62621;1;70;0.921052631578947
"config_M1_481";53536;0;75;0.921052631578947
"config_M1_482";35693;0.0526315789473684;75;0.921052631578947
"config_M1_483";43567;0.105263157894737;75;0.921052631578947
"config_M1_484";60364;0.157894736842105;75;0.921052631578947
"config_M1_485";7195;0.210526315789474;75;0.921052631578947
"config_M1_486";93144;0.263157894736842;75;0.921052631578947
"config_M1_487";24409;0.315789473684211;75;0.921052631578947
"config_M1_488";76585;0.368421052631579;75;0.921052631578947
"config_M1_489";9205;0.421052631578947;75;0.921052631578947
"config_M1_490";75923;0.473684210526316;75;0.921052631578947
"config_M1_491";18703;0.526315789473684;75;0.921052631578947
"config_M1_492";26318;0.578947368421053;75;0.921052631578947
"config_M1_493";9143;0.631578947368421;75;0.921052631578947
"config_M1_494";13788;0.684210526315789;75;0.921052631578947
"config_M1_495";26821;0.736842105263158;75;0.921052631578947
"config_M1_496";58975;0.789473684210526;75;0.921052631578947
"config_M1_497";25961;0.842105263157895;75;0.921052631578947
"config_M1_498";84001;0.894736842105263;75;0.921052631578947
"config_M1_499";62891;0.947368421052632;75;0.921052631578947
"config_M1_500";4777;1;75;0.921052631578947
"config_M1_501";30919;0;55;0.926315789473684
