"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	3	4	432	0	"Genetic"
"5"	1	5	430	0	"Genetic"
"6"	2	6	418	0	"Genetic"
"7"	5	7	364	0	"Genetic"
"8"	3	8	363	0	"Genetic"
"9"	1	9	354	0	"Genetic"
"10"	6	10	352	0	"Genetic"
"11"	2	11	351	0	"Genetic"
"12"	4	12	348	0	"Genetic"
"13"	7	13	292	0	"Genetic"
"14"	5	14	282	0	"Genetic"
"15"	11	15	282	0	"Genetic"
"16"	1	16	280	0	"Genetic"
"17"	3	17	280	0	"Genetic"
"18"	6	18	280	0	"Genetic"
"19"	4	19	279	0	"Genetic"
"20"	8	20	276	0	"Genetic"
"21"	10	21	273	0	"Genetic"
"22"	2	22	271	0	"Genetic"
"23"	9	23	265	0	"Genetic"
"24"	12	24	265	0	"Genetic"
"25"	7	25	225	0	"Genetic"
"26"	13	26	223	0	"Genetic"
"27"	15	27	215	0	"Genetic"
"28"	14	28	213	0	"Genetic"
"29"	16	29	213	0	"Genetic"
"30"	17	30	213	0	"Genetic"
"31"	3	31	211	0	"Genetic"
"32"	5	32	211	0	"Genetic"
"33"	1	33	209	0	"Genetic"
"34"	6	34	209	0	"Genetic"
"35"	2	35	205	0	"Genetic"
"36"	11	36	204	0	"Genetic"
"37"	18	37	204	0	"Genetic"
"38"	20	38	202	0	"Genetic"
"39"	8	39	201	0	"Genetic"
"40"	10	40	200	0	"Genetic"
"41"	4	41	199	0	"Genetic"
"42"	23	42	198	0	"Genetic"
"43"	21	43	197	0	"Genetic"
"44"	9	44	195	0	"Genetic"
"45"	19	45	195	0	"Genetic"
"46"	22	46	190	0	"Genetic"
"47"	12	47	184	0	"Genetic"
"48"	24	48	180	0	"Genetic"
"49"	13	49	157	0	"Genetic"
"50"	25	50	156	0	"Genetic"
"51"	7	51	155	0	"Genetic"
"52"	26	52	155	0	"Genetic"
"53"	15	53	149	0	"Genetic"
"54"	28	54	146	0	"Genetic"
"55"	29	55	146	0	"Genetic"
"56"	14	56	144	0	"Genetic"
"57"	27	57	142	0	"Genetic"
"58"	30	58	142	0	"Genetic"
"59"	33	59	142	0	"Genetic"
"60"	5	60	140	12	"Genetic"
"61"	32	61	140	0	"Genetic"
"62"	6	62	139	0	"Genetic"
"63"	16	63	139	0	"Genetic"
"64"	31	64	139	0	"Genetic"
"65"	1	65	137	0	"Genetic"
"66"	17	66	137	0	"Genetic"
"67"	34	67	137	0	"Genetic"
"68"	38	68	136	0	"Genetic"
"69"	8	69	135	0	"Genetic"
"70"	11	70	135	0	"Genetic"
"71"	35	71	135	0	"Genetic"
"72"	40	72	133	0	"Genetic"
"73"	37	73	132	0	"Genetic"
"74"	3	74	131	0	"Genetic"
"75"	23	75	130	0	"Genetic"
"76"	2	76	129	0	"Genetic"
"77"	10	77	129	0	"Genetic"
"78"	19	78	129	0	"Genetic"
"79"	21	79	129	0	"Genetic"
"80"	41	80	129	0	"Genetic"
"81"	42	81	129	0	"Genetic"
"82"	45	82	129	0	"Genetic"
"83"	39	83	128	0	"Genetic"
"84"	20	84	127	0	"Genetic"
"85"	36	85	127	0	"Genetic"
"86"	44	86	127	0	"Genetic"
"87"	4	87	126	0	"Genetic"
"88"	9	88	126	0	"Genetic"
"89"	43	89	119	0	"Genetic"
"90"	18	90	117	0	"Genetic"
"91"	46	91	117	0	"Genetic"
"92"	22	92	116	0	"Genetic"
"93"	47	93	116	0	"Genetic"
"94"	48	94	112	0	"Genetic"
"95"	12	95	108	0	"Genetic"
"96"	24	96	105	0	"Genetic"
"97"	49	97	91	0	"Genetic"
"98"	25	98	89	0	"Genetic"
"99"	51	99	89	0	"Genetic"
"100"	13	100	87	0	"Genetic"
"101"	50	101	87	0	"Genetic"
"102"	52	102	87	0	"Genetic"
"103"	45	103	79	0	"Genetic"
"104"	56	104	79	0	"Genetic"
"105"	9	105	78	0	"Genetic"
"106"	19	106	78	0	"Genetic"
"107"	50	107	78	0	"Genetic"
"108"	53	108	78	0	"Genetic"
"109"	46	109	77	0	"Genetic"
"110"	55	110	77	0	"Genetic"
"111"	23	111	75	0	"Genetic"
"112"	29	112	75	0	"Genetic"
"113"	29	113	75	0	"Genetic"
"114"	54	114	75	0	"Genetic"
"115"	96	115	71	0	"Genetic"
"116"	108	116	71	0	"Genetic"
"117"	1	117	70	0	"Genetic"
"118"	16	118	70	0	"Genetic"
"119"	17	119	70	0	"Genetic"
"120"	52	120	70	12	"Genetic"
"121"	57	121	70	0	"Genetic"
"122"	59	122	70	0	"Genetic"
"123"	60	123	69	0	"Genetic"
"124"	69	124	69	0	"Genetic"
"125"	11	125	68	0	"Genetic"
"126"	28	126	68	0	"Genetic"
"127"	66	127	68	0	"Genetic"
"128"	85	128	68	0	"Genetic"
"129"	89	129	68	0	"Genetic"
"130"	34	130	67	0	"Genetic"
"131"	41	131	67	0	"Genetic"
"132"	68	132	67	0	"Genetic"
"133"	76	133	67	0	"Genetic"
"134"	11	134	66	0	"Genetic"
"135"	25	135	66	0	"Genetic"
"136"	35	136	66	0	"Genetic"
"137"	51	137	66	0	"Genetic"
"138"	65	138	66	0	"Genetic"
"139"	67	139	66	0	"Genetic"
"140"	121	140	66	0	"Genetic"
"141"	6	141	65	0	"Genetic"
"142"	48	142	65	0	"Genetic"
"143"	40	143	64	0	"Genetic"
"144"	8	144	61	0	"Genetic"
"145"	2	145	60	0	"Genetic"
"146"	61	146	60	0	"Genetic"
"147"	80	147	60	0	"Genetic"
"148"	122	148	60	0	"Genetic"
"149"	62	149	58	0	"Genetic"
"150"	93	150	57	0	"Genetic"
"151"	77	151	56	0	"Genetic"
"152"	88	152	56	0	"Genetic"
"153"	72	153	55	0	"Genetic"
"154"	56	154	53	0	"Genetic"
"155"	35	155	52	0	"Genetic"
"156"	18	156	49	0	"Genetic"
"157"	38	157	49	0	"Genetic"
"158"	86	158	49	0	"Genetic"
"159"	9	159	48	0	"Genetic"
"160"	30	160	48	0	"Genetic"
"161"	49	161	48	2	"Genetic"
"162"	65	162	48	0	"Genetic"
"163"	79	163	47	0	"Genetic"
"164"	39	164	46	0	"Genetic"
"165"	85	165	46	0	"Genetic"
"166"	110	166	46	0	"Genetic"
"167"	142	167	46	0	"Genetic"
"168"	47	168	42	0	"Genetic"
"169"	67	169	42	0	"Genetic"
"170"	31	170	41	0	"Genetic"
"171"	4	171	40	0	"Genetic"
"172"	75	172	40	0	"Genetic"
"173"	93	173	39	0	"Genetic"
"174"	21	174	38	0	"Genetic"
"175"	33	175	37	0	"Genetic"
"176"	87	176	37	0	"Genetic"
"177"	37	177	35	0	"Genetic"
"178"	109	178	35	0	"Genetic"
"179"	27	179	34	0	"Genetic"
"180"	58	180	34	0	"Genetic"
"181"	95	181	34	0	"Genetic"
"182"	100	182	34	0	"Genetic"
"183"	37	183	29	0	"Genetic"
"184"	78	184	29	0	"Genetic"
"185"	141	185	28	0	"Genetic"
"186"	72	186	27	0	"Genetic"
"187"	7	187	26	0	"Genetic"
"188"	58	188	26	0	"Genetic"
"189"	74	189	26	0	"Genetic"
"190"	84	190	26	0	"Genetic"
"191"	187	191	24	0	"Genetic"
"192"	75	192	20	0	"Genetic"
"193"	81	193	20	0	"Genetic"
"194"	119	194	20	0	"Genetic"
"195"	32	195	19	0	"Genetic"
"196"	62	196	19	0	"Genetic"
"197"	107	197	19	0	"Genetic"
"198"	135	198	19	0	"Genetic"
"199"	15	199	18	0	"Genetic"
"200"	87	200	18	0	"Genetic"
"201"	118	201	18	0	"Genetic"
"202"	127	202	18	0	"Genetic"
"203"	137	203	18	0	"Genetic"
"204"	102	204	17	0	"Genetic"
"205"	174	205	17	0	"Genetic"
"206"	5	206	16	0	"Genetic"
"207"	103	207	16	12	"Genetic"
"208"	83	208	15	0	"Genetic"
"209"	84	209	14	0	"Genetic"
"210"	102	210	14	0	"Genetic"
"211"	206	211	14	0	"Genetic"
"212"	104	212	13	0	"Genetic"
"213"	175	213	10	0	"Genetic"
"214"	157	214	9	0	"Genetic"
"215"	86	215	8	0	"Genetic"
"216"	95	216	8	0	"Genetic"
"217"	101	217	8	0	"Genetic"
"218"	105	218	8	0	"Genetic"
"219"	2	219	7	0	"Genetic"
"220"	79	220	7	0	"Genetic"
"221"	80	221	7	0	"Genetic"
"222"	91	222	7	0	"Genetic"
"223"	154	223	7	0	"Genetic"
"224"	170	224	7	0	"Genetic"
"225"	69	225	6	0	"Genetic"
"226"	168	226	6	0	"Genetic"
"227"	179	227	5	0	"Genetic"
"228"	3	228	4	0	"Genetic"
"229"	12	229	4	0	"Genetic"
"230"	117	230	2	0	"Genetic"
"231"	143	231	2	0	"Genetic"
"232"	10	232	0	0	"Genetic"
"233"	50	233	0	0	"Genetic"
"234"	124	234	0	0	"Genetic"
