"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	1	4	417	0	"Genetic"
"5"	2	5	412	0	"Genetic"
"6"	2	6	337	0	"Genetic"
"7"	5	7	337	0	"Genetic"
"8"	4	8	299	0	"Genetic"
"9"	1	9	274	0	"Genetic"
"10"	5	10	265	0	"Genetic"
"11"	6	11	261	0	"Genetic"
"12"	7	12	235	12	"Genetic"
"13"	8	13	203	0	"Genetic"
"14"	5	14	194	0	"Genetic"
"15"	2	15	187	0	"Genetic"
"16"	1	16	186	0	"Genetic"
"17"	10	17	183	0	"Genetic"
"18"	9	18	177	0	"Genetic"
"19"	4	19	175	0	"Genetic"
"20"	11	20	175	0	"Genetic"
"21"	6	21	173	0	"Genetic"
"22"	7	22	167	0	"Genetic"
"23"	12	23	164	52	"Genetic"
"24"	13	24	136	0	"Genetic"
"25"	5	25	128	0	"Genetic"
"26"	14	26	123	12	"Genetic"
"27"	2	27	117	0	"Genetic"
"28"	18	28	107	0	"Genetic"
"29"	17	29	104	0	"Genetic"
"30"	20	30	104	0	"Genetic"
"31"	19	31	97	0	"Genetic"
"32"	10	32	95	0	"Genetic"
"33"	12	33	90	52	"Genetic"
"34"	23	34	90	0	"Genetic"
"35"	1	35	84	0	"Genetic"
"36"	11	36	77	0	"Genetic"
"37"	9	37	76	0	"Genetic"
"38"	21	38	68	0	"Genetic"
"39"	24	39	66	0	"Genetic"
"40"	8	40	56	0	"Genetic"
"41"	14	41	56	0	"Genetic"
"42"	15	42	55	0	"Genetic"
"43"	5	43	54	0	"Genetic"
"44"	6	44	53	0	"Genetic"
"45"	4	45	47	0	"Genetic"
"46"	7	46	47	0	"Genetic"
"47"	28	47	37	0	"Genetic"
"48"	16	48	36	0	"Genetic"
"49"	27	49	32	0	"Genetic"
"50"	26	50	28	22	"Genetic"
"51"	20	51	27	0	"Genetic"
"52"	13	52	24	0	"Genetic"
"53"	18	53	23	0	"Genetic"
"54"	31	54	20	0	"Genetic"
"55"	2	55	18	0	"Genetic"
"56"	29	56	16	0	"Genetic"
"57"	1	57	14	0	"Genetic"
"58"	19	58	14	0	"Genetic"
"59"	30	59	11	0	"Genetic"
"60"	10	60	8	0	"Genetic"
