"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	166	0	"Genetic"
"5"	3	5	137	0	"Genetic"
"6"	1	6	51	0	"Genetic"
"7"	2	7	18	0	"Genetic"
"8"	4	8	16	0	"Genetic"
"9"	5	9	6	0	"Genetic"
"10"	6	10	4	0	"Genetic"
