"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	1	4	427	92	"Genetic"
"5"	2	5	421	0	"Genetic"
"6"	2	6	347	0	"Genetic"
"7"	4	7	346	0	"Genetic"
"8"	5	8	346	0	"Genetic"
"9"	1	9	344	0	"Genetic"
"10"	2	10	281	0	"Genetic"
"11"	1	11	272	0	"Genetic"
"12"	4	12	272	0	"Genetic"
"13"	9	13	272	12	"Genetic"
"14"	6	14	271	0	"Genetic"
"15"	7	15	267	0	"Genetic"
"16"	8	16	265	0	"Genetic"
"17"	5	17	264	0	"Genetic"
"18"	2	18	201	0	"Genetic"
"19"	14	19	193	0	"Genetic"
"20"	10	20	187	0	"Genetic"
"21"	15	21	185	0	"Genetic"
"22"	12	22	184	0	"Genetic"
"23"	1	23	183	0	"Genetic"
"24"	5	24	178	0	"Genetic"
"25"	17	25	178	0	"Genetic"
"26"	11	26	177	0	"Genetic"
"27"	4	27	176	0	"Genetic"
"28"	9	28	176	0	"Genetic"
"29"	8	29	175	0	"Genetic"
"30"	16	30	175	0	"Genetic"
"31"	6	31	167	0	"Genetic"
"32"	7	32	159	12	"Genetic"
"33"	2	33	133	0	"Genetic"
"34"	18	34	124	0	"Genetic"
"35"	14	35	120	0	"Genetic"
"36"	19	36	119	0	"Genetic"
"37"	20	37	115	0	"Genetic"
"38"	10	38	111	0	"Genetic"
"39"	23	39	111	0	"Genetic"
"40"	1	40	109	0	"Genetic"
"41"	22	41	109	0	"Genetic"
"42"	9	42	108	0	"Genetic"
"43"	12	43	108	0	"Genetic"
"44"	13	44	107	0	"Genetic"
"45"	5	45	106	0	"Genetic"
"46"	28	46	104	0	"Genetic"
"47"	8	47	103	0	"Genetic"
"48"	25	48	103	0	"Genetic"
"49"	11	49	102	0	"Genetic"
"50"	21	50	102	0	"Genetic"
"51"	26	51	101	0	"Genetic"
"52"	16	52	100	0	"Genetic"
"53"	17	53	97	0	"Genetic"
"54"	30	54	97	0	"Genetic"
"55"	29	55	95	0	"Genetic"
"56"	24	56	94	0	"Genetic"
"57"	6	57	87	0	"Genetic"
"58"	15	58	74	0	"Genetic"
"59"	33	59	64	0	"Genetic"
"60"	2	60	55	0	"Genetic"
"61"	18	61	55	0	"Genetic"
"62"	7	62	50	22	"Genetic"
"63"	34	63	47	0	"Genetic"
"64"	31	64	45	0	"Genetic"
"65"	20	65	43	0	"Genetic"
"66"	37	66	43	0	"Genetic"
"67"	19	67	36	0	"Genetic"
"68"	14	68	34	0	"Genetic"
"69"	39	69	33	0	"Genetic"
"70"	10	70	32	0	"Genetic"
"71"	36	71	32	0	"Genetic"
"72"	49	72	30	0	"Genetic"
"73"	38	73	29	0	"Genetic"
"74"	41	74	29	0	"Genetic"
"75"	17	75	28	0	"Genetic"
"76"	42	76	28	0	"Genetic"
"77"	26	77	26	0	"Genetic"
"78"	28	78	26	0	"Genetic"
"79"	43	79	26	0	"Genetic"
"80"	8	80	25	0	"Genetic"
"81"	12	81	24	0	"Genetic"
"82"	23	82	24	0	"Genetic"
"83"	25	83	24	0	"Genetic"
"84"	40	84	24	0	"Genetic"
"85"	24	85	20	0	"Genetic"
"86"	1	86	18	0	"Genetic"
"87"	16	87	17	0	"Genetic"
"88"	56	88	17	0	"Genetic"
"89"	11	89	16	0	"Genetic"
"90"	51	90	15	0	"Genetic"
"91"	53	91	15	0	"Genetic"
"92"	30	92	14	0	"Genetic"
"93"	5	93	11	0	"Genetic"
"94"	46	94	10	0	"Genetic"
"95"	45	95	8	0	"Genetic"
"96"	55	96	7	0	"Genetic"
"97"	54	97	6	0	"Genetic"
