"seed";"dispersal";"divergence_threshold";"competition"
"config_M2_1";6883;0;65;0.9
"config_M2_2";86431;0.0204081632653061;65;0.9
"config_M2_3";82071;0.0408163265306122;65;0.9
"config_M2_4";22202;0.0612244897959184;65;0.9
"config_M2_5";45777;0.0816326530612245;65;0.9
"config_M2_6";15508;0.102040816326531;65;0.9
"config_M2_7";99416;0.122448979591837;65;0.9
"config_M2_8";42069;0.142857142857143;65;0.9
"config_M2_9";80437;0.163265306122449;65;0.9
"config_M2_10";55224;0.183673469387755;65;0.9
"config_M2_11";27314;0.204081632653061;65;0.9
"config_M2_12";97774;0.224489795918367;65;0.9
"config_M2_13";33080;0.244897959183673;65;0.9
"config_M2_14";29314;0.26530612244898;65;0.9
"config_M2_15";2344;0.285714285714286;65;0.9
"config_M2_16";61565;0.306122448979592;65;0.9
"config_M2_17";33790;0.326530612244898;65;0.9
"config_M2_18";8022;0.346938775510204;65;0.9
"config_M2_19";45603;0.36734693877551;65;0.9
"config_M2_20";32348;0.387755102040816;65;0.9
"config_M2_21";6058;0.408163265306122;65;0.9
"config_M2_22";40543;0.428571428571429;65;0.9
"config_M2_23";81030;0.448979591836735;65;0.9
"config_M2_24";61923;0.469387755102041;65;0.9
"config_M2_25";66581;0.489795918367347;65;0.9
"config_M2_26";61464;0.510204081632653;65;0.9
"config_M2_27";54299;0.530612244897959;65;0.9
"config_M2_28";76549;0.551020408163265;65;0.9
"config_M2_29";98241;0.571428571428571;65;0.9
"config_M2_30";34038;0.591836734693878;65;0.9
"config_M2_31";54226;0.612244897959184;65;0.9
"config_M2_32";43365;0.63265306122449;65;0.9
"config_M2_33";5113;0.653061224489796;65;0.9
"config_M2_34";92618;0.673469387755102;65;0.9
"config_M2_35";81206;0.693877551020408;65;0.9
"config_M2_36";58389;0.714285714285714;65;0.9
"config_M2_37";97944;0.73469387755102;65;0.9
"config_M2_38";2067;0.755102040816326;65;0.9
"config_M2_39";27906;0.775510204081633;65;0.9
"config_M2_40";94829;0.795918367346939;65;0.9
"config_M2_41";13174;0.816326530612245;65;0.9
"config_M2_42";74044;0.836734693877551;65;0.9
"config_M2_43";2424;0.857142857142857;65;0.9
"config_M2_44";48782;0.877551020408163;65;0.9
"config_M2_45";72074;0.897959183673469;65;0.9
"config_M2_46";32512;0.918367346938775;65;0.9
"config_M2_47";53632;0.938775510204082;65;0.9
"config_M2_48";36872;0.959183673469388;65;0.9
"config_M2_49";22982;0.979591836734694;65;0.9
"config_M2_50";98677;1;65;0.9
"config_M2_51";29667;0;65;0.902564102564103
"config_M2_52";36103;0.0204081632653061;65;0.902564102564103
"config_M2_53";12358;0.0408163265306122;65;0.902564102564103
"config_M2_54";9568;0.0612244897959184;65;0.902564102564103
"config_M2_55";96521;0.0816326530612245;65;0.902564102564103
"config_M2_56";59748;0.102040816326531;65;0.902564102564103
"config_M2_57";11702;0.122448979591837;65;0.902564102564103
"config_M2_58";8605;0.142857142857143;65;0.902564102564103
"config_M2_59";21959;0.163265306122449;65;0.902564102564103
"config_M2_60";36959;0.183673469387755;65;0.902564102564103
"config_M2_61";39523;0.204081632653061;65;0.902564102564103
"config_M2_62";39878;0.224489795918367;65;0.902564102564103
"config_M2_63";66444;0.244897959183673;65;0.902564102564103
"config_M2_64";23349;0.26530612244898;65;0.902564102564103
"config_M2_65";82403;0.285714285714286;65;0.902564102564103
"config_M2_66";41654;0.306122448979592;65;0.902564102564103
"config_M2_67";52101;0.326530612244898;65;0.902564102564103
"config_M2_68";99719;0.346938775510204;65;0.902564102564103
"config_M2_69";61624;0.36734693877551;65;0.902564102564103
"config_M2_70";36897;0.387755102040816;65;0.902564102564103
"config_M2_71";88065;0.408163265306122;65;0.902564102564103
"config_M2_72";40412;0.428571428571429;65;0.902564102564103
"config_M2_73";51878;0.448979591836735;65;0.902564102564103
"config_M2_74";90911;0.469387755102041;65;0.902564102564103
"config_M2_75";35445;0.489795918367347;65;0.902564102564103
"config_M2_76";53435;0.510204081632653;65;0.902564102564103
"config_M2_77";36706;0.530612244897959;65;0.902564102564103
"config_M2_78";59494;0.551020408163265;65;0.902564102564103
"config_M2_79";21227;0.571428571428571;65;0.902564102564103
"config_M2_80";49717;0.591836734693878;65;0.902564102564103
"config_M2_81";59449;0.612244897959184;65;0.902564102564103
"config_M2_82";95705;0.63265306122449;65;0.902564102564103
"config_M2_83";41608;0.653061224489796;65;0.902564102564103
"config_M2_84";13703;0.673469387755102;65;0.902564102564103
"config_M2_85";45457;0.693877551020408;65;0.902564102564103
"config_M2_86";93682;0.714285714285714;65;0.902564102564103
"config_M2_87";60737;0.73469387755102;65;0.902564102564103
"config_M2_88";68612;0.755102040816326;65;0.902564102564103
