"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	1	4	209	0	"Genetic"
"5"	2	5	176	0	"Genetic"
"6"	4	6	129	0	"Genetic"
"7"	1	7	125	0	"Genetic"
"8"	5	8	97	0	"Genetic"
"9"	2	9	88	0	"Genetic"
"10"	7	10	37	0	"Genetic"
"11"	1	11	36	0	"Genetic"
"12"	4	12	36	0	"Genetic"
"13"	6	13	28	0	"Genetic"
"14"	8	14	8	0	"Genetic"
