"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	176	0	"Genetic"
"5"	1	5	153	0	"Genetic"
"6"	2	6	94	0	"Genetic"
"7"	4	7	88	0	"Genetic"
"8"	1	8	86	0	"Genetic"
"9"	5	9	70	0	"Genetic"
"10"	6	10	6	0	"Genetic"
"11"	7	11	3	0	"Genetic"
"12"	2	12	0	0	"Genetic"
"13"	4	13	0	0	"Genetic"
