"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	92	"GENETIC"
"4"	1	4	425	0	"Genetic"
"5"	3	5	423	0	"Genetic"
"6"	2	6	419	0	"Genetic"
"7"	1	7	348	0	"Genetic"
"8"	5	8	348	52	"Genetic"
"9"	2	9	346	0	"Genetic"
"10"	3	10	346	0	"Genetic"
"11"	4	11	346	0	"Genetic"
"12"	6	12	343	0	"Genetic"
"13"	1	13	278	0	"Genetic"
"14"	8	14	278	142	"Genetic"
"15"	9	15	276	0	"Genetic"
"16"	11	16	273	22	"Genetic"
"17"	2	17	272	0	"Genetic"
"18"	6	18	271	0	"Genetic"
"19"	12	19	271	0	"Genetic"
"20"	3	20	270	132	"Genetic"
"21"	5	21	270	0	"Genetic"
"22"	7	22	267	0	"Genetic"
"23"	4	23	266	0	"Genetic"
"24"	10	24	263	0	"Genetic"
"25"	8	25	211	192	"Genetic"
"26"	14	26	211	72	"Genetic"
"27"	11	27	207	0	"Genetic"
"28"	16	28	207	162	"Genetic"
"29"	9	29	206	0	"Genetic"
"30"	17	30	206	0	"Genetic"
"31"	18	31	205	0	"Genetic"
"32"	19	32	205	0	"Genetic"
"33"	3	33	204	0	"Genetic"
"34"	5	34	204	0	"Genetic"
"35"	15	35	204	0	"Genetic"
"36"	21	36	203	72	"Genetic"
"37"	2	37	202	0	"Genetic"
"38"	13	38	201	0	"Genetic"
"39"	1	39	200	0	"Genetic"
"40"	6	40	199	0	"Genetic"
"41"	7	41	199	0	"Genetic"
"42"	12	42	199	0	"Genetic"
"43"	4	43	198	12	"Genetic"
"44"	24	44	197	0	"Genetic"
"45"	23	45	196	0	"Genetic"
"46"	10	46	194	2	"Genetic"
"47"	22	47	193	0	"Genetic"
"48"	18	48	139	0	"Genetic"
"49"	31	49	139	0	"Genetic"
"50"	3	50	138	12	"Genetic"
"51"	33	51	136	2	"Genetic"
"52"	38	52	135	0	"Genetic"
"53"	30	53	134	0	"Genetic"
"54"	37	54	134	0	"Genetic"
"55"	41	55	132	0	"Genetic"
"56"	13	56	131	0	"Genetic"
"57"	9	57	130	0	"Genetic"
"58"	1	58	129	0	"Genetic"
"59"	45	59	129	0	"Genetic"
"60"	2	60	128	0	"Genetic"
"61"	4	61	128	0	"Genetic"
"62"	15	62	128	0	"Genetic"
"63"	27	63	128	0	"Genetic"
"64"	32	64	128	0	"Genetic"
"65"	39	65	128	0	"Genetic"
"66"	7	66	127	0	"Genetic"
"67"	19	67	126	0	"Genetic"
"68"	34	68	126	0	"Genetic"
"69"	17	69	124	0	"Genetic"
"70"	23	70	123	0	"Genetic"
"71"	35	71	122	0	"Genetic"
"72"	21	72	121	12	"Genetic"
"73"	47	73	121	0	"Genetic"
"74"	12	74	119	0	"Genetic"
"75"	40	75	119	0	"Genetic"
"76"	6	76	118	0	"Genetic"
"77"	24	77	118	0	"Genetic"
"78"	10	78	111	52	"Genetic"
"79"	11	79	110	52	"Genetic"
"80"	22	80	110	0	"Genetic"
"81"	46	81	105	72	"Genetic"
"82"	44	82	95	72	"Genetic"
"83"	42	83	91	0	"Genetic"
"84"	5	84	79	0	"Genetic"
"85"	50	85	71	0	"Genetic"
"86"	49	86	70	0	"Genetic"
"87"	38	87	68	0	"Genetic"
"88"	37	88	67	0	"Genetic"
"89"	52	89	64	0	"Genetic"
"90"	11	90	63	0	"Genetic"
"91"	27	91	62	0	"Genetic"
"92"	55	92	62	0	"Genetic"
"93"	61	93	62	0	"Genetic"
"94"	13	94	61	0	"Genetic"
"95"	41	95	61	0	"Genetic"
"96"	51	96	61	0	"Genetic"
"97"	57	97	61	0	"Genetic"
"98"	67	98	60	0	"Genetic"
"99"	4	99	58	0	"Genetic"
"100"	65	100	58	0	"Genetic"
"101"	30	101	57	0	"Genetic"
"102"	39	102	57	0	"Genetic"
"103"	96	103	57	22	"Genetic"
"104"	53	104	56	0	"Genetic"
"105"	1	105	55	0	"Genetic"
"106"	58	106	55	0	"Genetic"
"107"	62	107	55	0	"Genetic"
"108"	59	108	54	0	"Genetic"
"109"	60	109	53	0	"Genetic"
"110"	69	110	53	0	"Genetic"
"111"	47	111	52	0	"Genetic"
"112"	73	112	52	0	"Genetic"
"113"	54	113	51	0	"Genetic"
"114"	63	114	50	0	"Genetic"
"115"	5	115	49	0	"Genetic"
"116"	17	116	49	0	"Genetic"
"117"	7	117	48	0	"Genetic"
"118"	55	118	48	0	"Genetic"
"119"	77	119	48	0	"Genetic"
"120"	91	120	48	0	"Genetic"
"121"	99	121	48	0	"Genetic"
"122"	23	122	47	0	"Genetic"
"123"	43	123	47	0	"Genetic"
"124"	64	124	46	0	"Genetic"
"125"	70	125	46	0	"Genetic"
"126"	6	126	45	0	"Genetic"
"127"	29	127	45	0	"Genetic"
"128"	40	128	44	0	"Genetic"
"129"	90	129	44	0	"Genetic"
"130"	48	130	43	0	"Genetic"
"131"	32	131	42	0	"Genetic"
"132"	50	132	42	22	"Genetic"
"133"	77	133	42	0	"Genetic"
"134"	31	134	41	0	"Genetic"
"135"	80	135	40	0	"Genetic"
"136"	2	136	39	0	"Genetic"
"137"	34	137	39	0	"Genetic"
"138"	22	138	38	0	"Genetic"
"139"	45	139	38	0	"Genetic"
"140"	123	140	38	12	"Genetic"
"141"	16	141	37	22	"Genetic"
"142"	74	142	37	0	"Genetic"
"143"	93	143	37	0	"Genetic"
"144"	137	144	37	0	"Genetic"
"145"	62	145	36	0	"Genetic"
"146"	30	146	35	0	"Genetic"
"147"	18	147	32	0	"Genetic"
"148"	24	148	31	0	"Genetic"
"149"	114	149	30	0	"Genetic"
"150"	46	150	29	12	"Genetic"
"151"	12	151	28	0	"Genetic"
"152"	33	152	27	0	"Genetic"
"153"	110	153	26	0	"Genetic"
"154"	147	154	26	0	"Genetic"
"155"	150	155	26	0	"Genetic"
"156"	9	156	25	0	"Genetic"
"157"	48	157	25	0	"Genetic"
"158"	66	158	25	0	"Genetic"
"159"	124	159	25	0	"Genetic"
"160"	127	160	24	0	"Genetic"
"161"	158	161	24	0	"Genetic"
"162"	75	162	23	0	"Genetic"
"163"	72	163	22	12	"Genetic"
"164"	68	164	21	12	"Genetic"
"165"	10	165	20	12	"Genetic"
"166"	19	166	20	0	"Genetic"
"167"	35	167	20	0	"Genetic"
"168"	42	168	17	0	"Genetic"
"169"	71	169	17	0	"Genetic"
"170"	49	170	16	0	"Genetic"
"171"	75	171	16	0	"Genetic"
"172"	117	172	16	0	"Genetic"
"173"	167	173	16	0	"Genetic"
"174"	53	174	15	0	"Genetic"
"175"	165	175	15	12	"Genetic"
"176"	15	176	14	0	"Genetic"
"177"	41	177	13	0	"Genetic"
"178"	152	178	10	0	"Genetic"
"179"	83	179	7	0	"Genetic"
"180"	176	180	7	0	"Genetic"
"181"	56	181	6	0	"Genetic"
"182"	139	182	5	0	"Genetic"
"183"	98	183	4	0	"Genetic"
"184"	168	184	4	0	"Genetic"
"185"	17	185	3	0	"Genetic"
"186"	57	186	2	0	"Genetic"
"187"	76	187	2	0	"Genetic"
"188"	83	188	1	0	"Genetic"
"189"	126	189	0	0	"Genetic"
