"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	393	0	"Genetic"
"5"	3	5	353	0	"Genetic"
"6"	1	6	349	0	"Genetic"
"7"	4	7	277	0	"Genetic"
"8"	3	8	260	0	"Genetic"
"9"	2	9	104	0	"Genetic"
"10"	4	10	36	0	"Genetic"
