"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	3	4	433	0	"Genetic"
"5"	2	5	429	0	"Genetic"
"6"	1	6	427	0	"Genetic"
"7"	6	7	355	0	"Genetic"
"8"	1	8	353	0	"Genetic"
"9"	3	9	353	0	"Genetic"
"10"	2	10	334	0	"Genetic"
"11"	5	11	328	0	"Genetic"
"12"	4	12	314	0	"Genetic"
"13"	6	13	284	0	"Genetic"
"14"	7	14	284	0	"Genetic"
"15"	1	15	281	0	"Genetic"
"16"	3	16	268	0	"Genetic"
"17"	2	17	255	0	"Genetic"
"18"	11	18	254	0	"Genetic"
"19"	10	19	253	0	"Genetic"
"20"	5	20	250	0	"Genetic"
"21"	8	21	245	0	"Genetic"
"22"	4	22	242	0	"Genetic"
"23"	12	23	241	0	"Genetic"
"24"	6	24	218	0	"Genetic"
"25"	13	25	215	0	"Genetic"
"26"	7	26	212	0	"Genetic"
"27"	9	27	212	0	"Genetic"
"28"	15	28	207	0	"Genetic"
"29"	3	29	201	0	"Genetic"
"30"	14	30	201	0	"Genetic"
"31"	17	31	187	0	"Genetic"
"32"	19	32	183	0	"Genetic"
"33"	1	33	180	0	"Genetic"
"34"	20	34	178	0	"Genetic"
"35"	4	35	176	0	"Genetic"
"36"	5	36	176	0	"Genetic"
"37"	18	37	176	0	"Genetic"
"38"	16	38	173	0	"Genetic"
"39"	23	39	171	0	"Genetic"
"40"	8	40	168	0	"Genetic"
"41"	22	41	168	0	"Genetic"
"42"	2	42	166	0	"Genetic"
"43"	10	43	166	0	"Genetic"
"44"	12	44	166	0	"Genetic"
"45"	11	45	162	0	"Genetic"
"46"	21	46	156	0	"Genetic"
"47"	25	47	148	0	"Genetic"
"48"	7	48	146	0	"Genetic"
"49"	27	49	146	0	"Genetic"
"50"	13	50	145	0	"Genetic"
"51"	6	51	144	0	"Genetic"
"52"	26	52	140	0	"Genetic"
"53"	15	53	138	0	"Genetic"
"54"	24	54	138	0	"Genetic"
"55"	3	55	134	0	"Genetic"
"56"	9	56	130	0	"Genetic"
"57"	28	57	126	0	"Genetic"
"58"	29	58	122	0	"Genetic"
"59"	19	59	117	0	"Genetic"
"60"	14	60	116	0	"Genetic"
"61"	1	61	114	0	"Genetic"
"62"	30	62	114	0	"Genetic"
"63"	31	63	114	0	"Genetic"
"64"	33	64	111	0	"Genetic"
"65"	20	65	110	0	"Genetic"
"66"	34	66	110	0	"Genetic"
"67"	17	67	109	0	"Genetic"
"68"	18	68	109	0	"Genetic"
"69"	4	69	108	0	"Genetic"
"70"	5	70	107	0	"Genetic"
"71"	35	71	107	0	"Genetic"
"72"	16	72	105	0	"Genetic"
"73"	38	73	105	0	"Genetic"
"74"	39	74	105	0	"Genetic"
"75"	32	75	104	0	"Genetic"
"76"	10	76	100	0	"Genetic"
"77"	37	77	100	0	"Genetic"
"78"	42	78	100	0	"Genetic"
"79"	12	79	99	0	"Genetic"
"80"	23	80	99	0	"Genetic"
"81"	43	81	99	0	"Genetic"
"82"	8	82	98	0	"Genetic"
"83"	22	83	98	0	"Genetic"
"84"	36	84	98	0	"Genetic"
"85"	40	85	97	0	"Genetic"
"86"	41	86	97	0	"Genetic"
"87"	44	87	93	0	"Genetic"
"88"	2	88	91	0	"Genetic"
"89"	45	89	91	0	"Genetic"
"90"	11	90	86	0	"Genetic"
"91"	21	91	84	0	"Genetic"
"92"	25	92	81	0	"Genetic"
"93"	37	93	80	43	"Genetic"
"94"	48	94	80	72	"Genetic"
"95"	7	95	79	0	"Genetic"
"96"	49	96	79	0	"Genetic"
"97"	57	97	78	0	"Genetic"
"98"	94	98	78	0	"Genetic"
"99"	6	99	77	0	"Genetic"
"100"	46	100	77	0	"Genetic"
"101"	51	101	77	0	"Genetic"
"102"	5	102	76	0	"Genetic"
"103"	13	103	75	0	"Genetic"
"104"	71	104	75	0	"Genetic"
"105"	22	105	72	0	"Genetic"
"106"	24	106	70	0	"Genetic"
"107"	52	107	70	0	"Genetic"
"108"	53	108	69	0	"Genetic"
"109"	54	109	69	0	"Genetic"
"110"	26	110	67	0	"Genetic"
"111"	27	111	67	0	"Genetic"
"112"	50	112	67	0	"Genetic"
"113"	55	113	67	0	"Genetic"
"114"	72	114	67	0	"Genetic"
"115"	108	115	67	0	"Genetic"
"116"	39	116	66	0	"Genetic"
"117"	15	117	64	0	"Genetic"
"118"	34	118	62	0	"Genetic"
"119"	14	119	60	0	"Genetic"
"120"	28	120	60	12	"Genetic"
"121"	47	121	60	0	"Genetic"
"122"	50	122	60	0	"Genetic"
"123"	57	123	60	0	"Genetic"
"124"	9	124	59	0	"Genetic"
"125"	12	125	59	0	"Genetic"
"126"	54	126	59	0	"Genetic"
"127"	85	127	59	0	"Genetic"
"128"	38	128	58	0	"Genetic"
"129"	78	129	58	0	"Genetic"
"130"	26	130	57	0	"Genetic"
"131"	30	131	57	0	"Genetic"
"132"	56	132	57	0	"Genetic"
"133"	59	133	57	0	"Genetic"
"134"	64	134	57	0	"Genetic"
"135"	96	135	57	0	"Genetic"
"136"	117	136	57	0	"Genetic"
"137"	17	137	56	0	"Genetic"
"138"	56	138	56	0	"Genetic"
"139"	65	139	56	0	"Genetic"
"140"	58	140	55	0	"Genetic"
"141"	51	141	54	0	"Genetic"
"142"	13	142	50	0	"Genetic"
"143"	81	143	50	12	"Genetic"
"144"	100	144	50	0	"Genetic"
"145"	111	145	50	0	"Genetic"
"146"	28	146	48	0	"Genetic"
"147"	88	147	48	0	"Genetic"
"148"	124	148	48	0	"Genetic"
"149"	140	149	47	0	"Genetic"
"150"	1	150	46	0	"Genetic"
"151"	107	151	46	0	"Genetic"
"152"	19	152	45	0	"Genetic"
"153"	67	153	42	0	"Genetic"
"154"	64	154	40	0	"Genetic"
"155"	34	155	39	0	"Genetic"
"156"	59	156	37	0	"Genetic"
"157"	62	157	37	0	"Genetic"
"158"	68	158	36	0	"Genetic"
"159"	75	159	36	0	"Genetic"
"160"	60	160	28	0	"Genetic"
"161"	91	161	28	0	"Genetic"
"162"	7	162	27	0	"Genetic"
"163"	3	163	26	0	"Genetic"
"164"	29	164	24	0	"Genetic"
"165"	40	165	23	0	"Genetic"
"166"	10	166	22	0	"Genetic"
"167"	80	167	19	0	"Genetic"
"168"	18	168	18	0	"Genetic"
"169"	76	169	18	0	"Genetic"
"170"	105	170	18	0	"Genetic"
"171"	90	171	17	0	"Genetic"
"172"	66	172	16	0	"Genetic"
"173"	92	173	16	0	"Genetic"
"174"	158	174	16	0	"Genetic"
"175"	121	175	15	0	"Genetic"
"176"	83	176	12	0	"Genetic"
"177"	60	177	11	0	"Genetic"
"178"	3	178	10	0	"Genetic"
"179"	33	179	10	0	"Genetic"
"180"	43	180	10	0	"Genetic"
"181"	61	181	10	0	"Genetic"
"182"	86	182	9	0	"Genetic"
"183"	8	183	8	0	"Genetic"
"184"	20	184	8	0	"Genetic"
"185"	77	185	8	0	"Genetic"
"186"	90	186	8	0	"Genetic"
"187"	103	187	8	0	"Genetic"
"188"	70	188	7	0	"Genetic"
"189"	74	189	6	0	"Genetic"
"190"	65	190	5	0	"Genetic"
"191"	89	191	5	0	"Genetic"
"192"	43	192	2	0	"Genetic"
"193"	61	193	2	0	"Genetic"
"194"	95	194	2	0	"Genetic"
"195"	48	195	0	0	"Genetic"
"196"	122	196	0	0	"Genetic"
