"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	187	0	"Genetic"
"5"	1	5	175	0	"Genetic"
"6"	4	6	115	0	"Genetic"
"7"	2	7	113	0	"Genetic"
"8"	1	8	100	0	"Genetic"
"9"	5	9	98	0	"Genetic"
"10"	6	10	38	0	"Genetic"
"11"	2	11	35	0	"Genetic"
"12"	4	12	35	0	"Genetic"
"13"	7	13	34	0	"Genetic"
"14"	1	14	13	0	"Genetic"
"15"	9	15	1	0	"Genetic"
"16"	5	16	0	0	"Genetic"
