"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	417	0	"Genetic"
"5"	1	5	412	0	"Genetic"
"6"	2	6	334	0	"Genetic"
"7"	1	7	327	0	"Genetic"
"8"	5	8	324	0	"Genetic"
"9"	4	9	310	0	"Genetic"
"10"	2	10	252	0	"Genetic"
"11"	6	11	249	0	"Genetic"
"12"	7	12	237	0	"Genetic"
"13"	5	13	217	0	"Genetic"
"14"	8	14	185	0	"Genetic"
"15"	5	15	17	0	"Genetic"
