"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	164	0	"Genetic"
"5"	1	5	157	0	"Genetic"
"6"	2	6	94	0	"Genetic"
"7"	1	7	78	0	"Genetic"
"8"	5	8	78	0	"Genetic"
"9"	4	9	77	0	"Genetic"
"10"	6	10	6	0	"Genetic"
