"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	3	4	322	0	"Genetic"
"5"	3	5	136	0	"Genetic"
"6"	1	6	118	0	"Genetic"
"7"	2	7	49	0	"Genetic"
"8"	5	8	47	0	"Genetic"
"9"	6	9	39	0	"Genetic"
"10"	4	10	34	0	"Genetic"
"11"	1	11	30	0	"Genetic"
"12"	4	12	20	0	"Genetic"
"13"	3	13	19	0	"Genetic"
"14"	1	14	17	0	"Genetic"
