"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	1	4	419	0	"Genetic"
"5"	2	5	412	0	"Genetic"
"6"	4	6	350	12	"Genetic"
"7"	1	7	342	0	"Genetic"
"8"	5	8	339	0	"Genetic"
"9"	2	9	333	0	"Genetic"
"10"	6	10	276	0	"Genetic"
"11"	7	11	272	0	"Genetic"
"12"	1	12	270	0	"Genetic"
"13"	4	13	269	0	"Genetic"
"14"	8	14	269	0	"Genetic"
"15"	5	15	264	0	"Genetic"
"16"	2	16	263	102	"Genetic"
"17"	9	17	262	0	"Genetic"
"18"	1	18	203	0	"Genetic"
"19"	8	19	200	0	"Genetic"
"20"	15	20	193	0	"Genetic"
"21"	17	21	190	0	"Genetic"
"22"	7	22	188	0	"Genetic"
"23"	5	23	186	0	"Genetic"
"24"	13	24	178	52	"Genetic"
"25"	2	25	176	0	"Genetic"
"26"	4	26	176	0	"Genetic"
"27"	6	27	176	0	"Genetic"
"28"	9	28	176	0	"Genetic"
"29"	10	29	176	0	"Genetic"
"30"	12	30	176	0	"Genetic"
"31"	11	31	175	0	"Genetic"
"32"	16	32	175	92	"Genetic"
"33"	14	33	173	72	"Genetic"
"34"	1	34	134	0	"Genetic"
"35"	18	35	128	0	"Genetic"
"36"	20	36	127	0	"Genetic"
"37"	19	37	126	0	"Genetic"
"38"	8	38	124	0	"Genetic"
"39"	15	39	124	0	"Genetic"
"40"	5	40	116	0	"Genetic"
"41"	7	41	109	0	"Genetic"
"42"	24	42	108	22	"Genetic"
"43"	11	43	106	0	"Genetic"
"44"	29	44	106	0	"Genetic"
"45"	30	45	104	12	"Genetic"
"46"	6	46	102	2	"Genetic"
"47"	23	47	102	0	"Genetic"
"48"	13	48	100	0	"Genetic"
"49"	21	49	97	0	"Genetic"
"50"	27	50	97	0	"Genetic"
"51"	9	51	96	0	"Genetic"
"52"	10	52	96	0	"Genetic"
"53"	28	53	96	0	"Genetic"
"54"	17	54	94	0	"Genetic"
"55"	2	55	93	0	"Genetic"
"56"	33	56	90	52	"Genetic"
"57"	31	57	86	0	"Genetic"
"58"	22	58	79	0	"Genetic"
"59"	14	59	78	0	"Genetic"
"60"	12	60	66	0	"Genetic"
"61"	26	61	66	0	"Genetic"
"62"	34	62	66	0	"Genetic"
"63"	25	63	63	0	"Genetic"
"64"	18	64	56	0	"Genetic"
"65"	38	65	56	0	"Genetic"
"66"	15	66	55	0	"Genetic"
"67"	35	67	54	0	"Genetic"
"68"	39	68	53	0	"Genetic"
"69"	40	69	45	0	"Genetic"
"70"	19	70	44	0	"Genetic"
"71"	43	71	35	0	"Genetic"
"72"	30	72	32	0	"Genetic"
"73"	20	73	30	0	"Genetic"
"74"	29	74	26	0	"Genetic"
"75"	41	75	26	0	"Genetic"
"76"	49	76	26	0	"Genetic"
"77"	53	77	26	0	"Genetic"
"78"	28	78	25	0	"Genetic"
"79"	44	79	25	0	"Genetic"
"80"	51	80	25	0	"Genetic"
"81"	52	81	25	0	"Genetic"
"82"	55	82	24	0	"Genetic"
"83"	47	83	23	0	"Genetic"
"84"	4	84	19	0	"Genetic"
"85"	7	85	18	0	"Genetic"
"86"	1	86	17	0	"Genetic"
"87"	11	87	14	0	"Genetic"
"88"	23	88	14	0	"Genetic"
"89"	27	89	11	0	"Genetic"
"90"	54	90	8	0	"Genetic"
