"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	3	4	366	0	"Genetic"
"5"	1	5	350	0	"Genetic"
"6"	2	6	343	0	"Genetic"
"7"	4	7	243	0	"Genetic"
"8"	3	8	202	0	"Genetic"
"9"	6	9	190	0	"Genetic"
"10"	5	10	130	0	"Genetic"
