"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	3	4	431	12	"Genetic"
"5"	1	5	428	0	"Genetic"
"6"	2	6	428	0	"Genetic"
"7"	2	7	358	0	"Genetic"
"8"	1	8	356	0	"Genetic"
"9"	4	9	356	42	"Genetic"
"10"	3	10	355	0	"Genetic"
"11"	6	11	347	0	"Genetic"
"12"	5	12	344	0	"Genetic"
"13"	4	13	285	12	"Genetic"
"14"	3	14	284	52	"Genetic"
"15"	2	15	283	0	"Genetic"
"16"	9	16	283	0	"Genetic"
"17"	10	17	282	92	"Genetic"
"18"	7	18	279	0	"Genetic"
"19"	8	19	279	0	"Genetic"
"20"	1	20	277	0	"Genetic"
"21"	11	21	276	0	"Genetic"
"22"	6	22	270	0	"Genetic"
"23"	12	23	270	0	"Genetic"
"24"	5	24	256	0	"Genetic"
"25"	14	25	218	0	"Genetic"
"26"	4	26	213	0	"Genetic"
"27"	10	27	212	22	"Genetic"
"28"	15	28	211	0	"Genetic"
"29"	16	29	211	0	"Genetic"
"30"	3	30	210	0	"Genetic"
"31"	7	31	210	0	"Genetic"
"32"	1	32	209	0	"Genetic"
"33"	2	33	209	0	"Genetic"
"34"	9	34	209	22	"Genetic"
"35"	17	35	208	82	"Genetic"
"36"	8	36	207	0	"Genetic"
"37"	13	37	207	102	"Genetic"
"38"	19	38	207	0	"Genetic"
"39"	11	39	206	0	"Genetic"
"40"	21	40	206	0	"Genetic"
"41"	20	41	203	0	"Genetic"
"42"	12	42	202	0	"Genetic"
"43"	22	43	202	0	"Genetic"
"44"	23	44	202	12	"Genetic"
"45"	18	45	201	0	"Genetic"
"46"	6	46	198	0	"Genetic"
"47"	24	47	190	0	"Genetic"
"48"	5	48	185	0	"Genetic"
"49"	14	49	152	0	"Genetic"
"50"	31	50	144	0	"Genetic"
"51"	10	51	143	0	"Genetic"
"52"	17	52	142	52	"Genetic"
"53"	33	53	142	0	"Genetic"
"54"	2	54	141	0	"Genetic"
"55"	28	55	141	0	"Genetic"
"56"	36	56	141	0	"Genetic"
"57"	3	57	140	0	"Genetic"
"58"	4	58	140	0	"Genetic"
"59"	16	59	140	0	"Genetic"
"60"	38	60	140	0	"Genetic"
"61"	39	61	139	0	"Genetic"
"62"	8	62	137	0	"Genetic"
"63"	19	63	137	0	"Genetic"
"64"	20	64	137	0	"Genetic"
"65"	1	65	136	0	"Genetic"
"66"	12	66	136	0	"Genetic"
"67"	23	67	136	0	"Genetic"
"68"	7	68	134	0	"Genetic"
"69"	11	69	134	0	"Genetic"
"70"	34	70	134	72	"Genetic"
"71"	41	71	133	0	"Genetic"
"72"	13	72	130	0	"Genetic"
"73"	26	73	129	22	"Genetic"
"74"	32	74	129	0	"Genetic"
"75"	46	75	128	0	"Genetic"
"76"	18	76	127	0	"Genetic"
"77"	22	77	126	0	"Genetic"
"78"	45	78	126	0	"Genetic"
"79"	6	79	125	0	"Genetic"
"80"	15	80	123	0	"Genetic"
"81"	29	81	123	0	"Genetic"
"82"	5	82	119	0	"Genetic"
"83"	48	83	119	0	"Genetic"
"84"	30	84	118	0	"Genetic"
"85"	40	85	118	0	"Genetic"
"86"	42	86	117	0	"Genetic"
"87"	47	87	117	0	"Genetic"
"88"	24	88	110	0	"Genetic"
"89"	35	89	108	52	"Genetic"
"90"	37	90	108	72	"Genetic"
"91"	43	91	100	0	"Genetic"
"92"	21	92	98	0	"Genetic"
"93"	25	93	87	0	"Genetic"
"94"	44	94	83	0	"Genetic"
"95"	49	95	81	0	"Genetic"
"96"	50	96	78	0	"Genetic"
"97"	92	97	78	0	"Genetic"
"98"	31	98	76	0	"Genetic"
"99"	53	99	73	0	"Genetic"
"100"	56	100	72	0	"Genetic"
"101"	60	101	72	0	"Genetic"
"102"	39	102	71	0	"Genetic"
"103"	8	103	70	0	"Genetic"
"104"	61	104	69	0	"Genetic"
"105"	65	105	69	0	"Genetic"
"106"	12	106	68	0	"Genetic"
"107"	36	107	68	0	"Genetic"
"108"	73	108	68	0	"Genetic"
"109"	19	109	67	0	"Genetic"
"110"	68	110	67	0	"Genetic"
"111"	1	111	66	0	"Genetic"
"112"	2	112	66	0	"Genetic"
"113"	57	113	66	0	"Genetic"
"114"	59	114	66	0	"Genetic"
"115"	20	115	65	0	"Genetic"
"116"	33	116	65	0	"Genetic"
"117"	38	117	65	0	"Genetic"
"118"	62	118	65	0	"Genetic"
"119"	63	119	65	0	"Genetic"
"120"	64	120	64	0	"Genetic"
"121"	7	121	63	0	"Genetic"
"122"	89	122	61	52	"Genetic"
"123"	66	123	59	0	"Genetic"
"124"	11	124	58	0	"Genetic"
"125"	23	125	58	0	"Genetic"
"126"	41	126	58	0	"Genetic"
"127"	44	127	58	0	"Genetic"
"128"	71	128	56	0	"Genetic"
"129"	76	129	56	0	"Genetic"
"130"	27	130	55	22	"Genetic"
"131"	79	131	55	0	"Genetic"
"132"	13	132	53	0	"Genetic"
"133"	72	133	53	12	"Genetic"
"134"	78	134	53	0	"Genetic"
"135"	15	135	52	0	"Genetic"
"136"	46	136	52	0	"Genetic"
"137"	51	137	51	0	"Genetic"
"138"	95	138	51	0	"Genetic"
"139"	22	139	50	0	"Genetic"
"140"	32	140	50	0	"Genetic"
"141"	82	141	50	0	"Genetic"
"142"	114	142	50	0	"Genetic"
"143"	3	143	49	12	"Genetic"
"144"	9	144	49	42	"Genetic"
"145"	26	145	49	12	"Genetic"
"146"	58	146	49	0	"Genetic"
"147"	85	147	49	0	"Genetic"
"148"	87	148	49	0	"Genetic"
"149"	111	149	49	0	"Genetic"
"150"	6	150	48	0	"Genetic"
"151"	83	151	47	0	"Genetic"
"152"	112	152	47	0	"Genetic"
"153"	125	153	47	0	"Genetic"
"154"	48	154	46	0	"Genetic"
"155"	29	155	45	0	"Genetic"
"156"	45	156	45	0	"Genetic"
"157"	16	157	44	0	"Genetic"
"158"	40	158	44	0	"Genetic"
"159"	47	159	44	0	"Genetic"
"160"	86	160	44	0	"Genetic"
"161"	24	161	43	0	"Genetic"
"162"	105	162	43	0	"Genetic"
"163"	51	163	40	0	"Genetic"
"164"	55	164	39	0	"Genetic"
"165"	74	165	39	0	"Genetic"
"166"	75	166	38	0	"Genetic"
"167"	42	167	37	0	"Genetic"
"168"	81	168	37	0	"Genetic"
"169"	54	169	35	0	"Genetic"
"170"	93	170	34	0	"Genetic"
"171"	113	171	34	0	"Genetic"
"172"	155	172	34	0	"Genetic"
"173"	158	173	34	0	"Genetic"
"174"	28	174	33	0	"Genetic"
"175"	80	175	33	0	"Genetic"
"176"	167	176	33	0	"Genetic"
"177"	6	177	32	0	"Genetic"
"178"	84	178	32	0	"Genetic"
"179"	45	179	31	0	"Genetic"
"180"	54	180	30	0	"Genetic"
"181"	88	181	29	0	"Genetic"
"182"	146	182	29	0	"Genetic"
"183"	21	183	28	0	"Genetic"
"184"	18	184	27	0	"Genetic"
"185"	69	185	27	0	"Genetic"
"186"	75	186	27	0	"Genetic"
"187"	86	187	27	0	"Genetic"
"188"	92	188	27	0	"Genetic"
"189"	84	189	26	0	"Genetic"
"190"	157	190	26	0	"Genetic"
"191"	53	191	25	0	"Genetic"
"192"	104	192	25	0	"Genetic"
"193"	18	193	24	0	"Genetic"
"194"	77	194	24	0	"Genetic"
"195"	88	195	24	0	"Genetic"
"196"	21	196	23	0	"Genetic"
"197"	46	197	23	0	"Genetic"
"198"	106	198	23	0	"Genetic"
"199"	116	199	23	0	"Genetic"
"200"	5	200	21	0	"Genetic"
"201"	78	201	21	0	"Genetic"
"202"	145	202	21	0	"Genetic"
"203"	81	203	20	0	"Genetic"
"204"	91	204	20	0	"Genetic"
"205"	93	205	17	0	"Genetic"
"206"	30	206	16	0	"Genetic"
"207"	49	207	16	0	"Genetic"
"208"	143	208	16	12	"Genetic"
"209"	206	209	12	0	"Genetic"
"210"	127	210	11	0	"Genetic"
"211"	32	211	10	0	"Genetic"
"212"	135	212	9	0	"Genetic"
"213"	185	213	9	0	"Genetic"
"214"	22	214	8	0	"Genetic"
"215"	76	215	8	0	"Genetic"
"216"	97	216	8	0	"Genetic"
"217"	188	217	8	0	"Genetic"
"218"	50	218	5	0	"Genetic"
"219"	67	219	5	0	"Genetic"
"220"	74	220	5	0	"Genetic"
"221"	128	221	5	0	"Genetic"
"222"	175	222	5	0	"Genetic"
"223"	25	223	4	0	"Genetic"
"224"	77	224	4	0	"Genetic"
"225"	96	225	4	0	"Genetic"
"226"	10	226	3	0	"Genetic"
"227"	161	227	3	0	"Genetic"
"228"	79	228	2	0	"Genetic"
"229"	98	229	2	0	"Genetic"
"230"	101	230	2	0	"Genetic"
"231"	95	231	1	0	"Genetic"
"232"	99	232	1	0	"Genetic"
"233"	85	233	0	0	"Genetic"
"234"	106	234	0	0	"Genetic"
"235"	107	235	0	0	"Genetic"
"236"	108	236	0	0	"Genetic"
