"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	431	0	"Genetic"
"5"	3	5	430	0	"Genetic"
"6"	1	6	428	0	"Genetic"
"7"	5	7	364	0	"Genetic"
"8"	4	8	361	0	"Genetic"
"9"	2	9	360	0	"Genetic"
"10"	3	10	360	0	"Genetic"
"11"	1	11	358	0	"Genetic"
"12"	6	12	343	0	"Genetic"
"13"	5	13	292	0	"Genetic"
"14"	7	14	292	0	"Genetic"
"15"	8	15	292	0	"Genetic"
"16"	3	16	288	0	"Genetic"
"17"	11	17	288	0	"Genetic"
"18"	1	18	287	0	"Genetic"
"19"	9	19	287	0	"Genetic"
"20"	10	20	287	0	"Genetic"
"21"	2	21	285	0	"Genetic"
"22"	4	22	283	0	"Genetic"
"23"	12	23	277	0	"Genetic"
"24"	6	24	274	0	"Genetic"
"25"	13	25	226	0	"Genetic"
"26"	7	26	222	0	"Genetic"
"27"	15	27	222	0	"Genetic"
"28"	8	28	221	0	"Genetic"
"29"	5	29	220	0	"Genetic"
"30"	11	30	220	0	"Genetic"
"31"	18	31	218	0	"Genetic"
"32"	9	32	217	0	"Genetic"
"33"	19	33	217	0	"Genetic"
"34"	20	34	217	0	"Genetic"
"35"	10	35	216	0	"Genetic"
"36"	14	36	216	0	"Genetic"
"37"	16	37	215	0	"Genetic"
"38"	17	38	215	0	"Genetic"
"39"	1	39	213	0	"Genetic"
"40"	2	40	212	0	"Genetic"
"41"	3	41	212	0	"Genetic"
"42"	22	42	209	0	"Genetic"
"43"	21	43	208	0	"Genetic"
"44"	23	44	208	0	"Genetic"
"45"	12	45	205	0	"Genetic"
"46"	4	46	202	0	"Genetic"
"47"	6	47	197	0	"Genetic"
"48"	24	48	195	0	"Genetic"
"49"	15	49	156	0	"Genetic"
"50"	26	50	150	0	"Genetic"
"51"	33	51	148	0	"Genetic"
"52"	7	52	146	0	"Genetic"
"53"	27	53	146	0	"Genetic"
"54"	31	54	146	0	"Genetic"
"55"	34	55	146	0	"Genetic"
"56"	20	56	145	0	"Genetic"
"57"	28	57	145	0	"Genetic"
"58"	9	58	144	0	"Genetic"
"59"	13	59	143	0	"Genetic"
"60"	5	60	141	0	"Genetic"
"61"	29	61	141	0	"Genetic"
"62"	3	62	139	0	"Genetic"
"63"	10	63	139	0	"Genetic"
"64"	14	64	139	0	"Genetic"
"65"	25	65	139	0	"Genetic"
"66"	45	66	139	0	"Genetic"
"67"	18	67	138	0	"Genetic"
"68"	37	68	138	0	"Genetic"
"69"	8	69	137	0	"Genetic"
"70"	23	70	137	0	"Genetic"
"71"	35	71	137	0	"Genetic"
"72"	40	72	136	0	"Genetic"
"73"	16	73	134	0	"Genetic"
"74"	32	74	134	0	"Genetic"
"75"	1	75	133	0	"Genetic"
"76"	17	76	130	0	"Genetic"
"77"	38	77	130	0	"Genetic"
"78"	43	78	129	0	"Genetic"
"79"	21	79	128	0	"Genetic"
"80"	30	80	128	0	"Genetic"
"81"	39	81	128	0	"Genetic"
"82"	42	82	124	0	"Genetic"
"83"	46	83	124	0	"Genetic"
"84"	4	84	120	0	"Genetic"
"85"	48	85	116	0	"Genetic"
"86"	6	86	112	0	"Genetic"
"87"	24	87	112	0	"Genetic"
"88"	49	88	79	0	"Genetic"
"89"	26	89	78	0	"Genetic"
"90"	74	90	72	0	"Genetic"
"91"	52	91	71	0	"Genetic"
"92"	56	92	71	0	"Genetic"
"93"	57	93	71	0	"Genetic"
"94"	57	94	71	0	"Genetic"
"95"	59	95	71	0	"Genetic"
"96"	31	96	70	0	"Genetic"
"97"	33	97	70	0	"Genetic"
"98"	44	98	70	0	"Genetic"
"99"	44	99	70	0	"Genetic"
"100"	55	100	70	0	"Genetic"
"101"	77	101	70	0	"Genetic"
"102"	7	102	69	0	"Genetic"
"103"	10	103	69	0	"Genetic"
"104"	20	104	69	0	"Genetic"
"105"	60	105	69	0	"Genetic"
"106"	11	106	68	0	"Genetic"
"107"	22	107	68	0	"Genetic"
"108"	35	108	68	0	"Genetic"
"109"	41	109	68	0	"Genetic"
"110"	47	110	68	0	"Genetic"
"111"	64	111	68	0	"Genetic"
"112"	12	112	67	0	"Genetic"
"113"	36	113	67	0	"Genetic"
"114"	36	114	67	0	"Genetic"
"115"	54	115	67	0	"Genetic"
"116"	72	116	67	0	"Genetic"
"117"	78	117	67	0	"Genetic"
"118"	103	118	67	0	"Genetic"
"119"	19	119	66	0	"Genetic"
"120"	19	120	66	0	"Genetic"
"121"	27	121	66	0	"Genetic"
"122"	34	122	66	0	"Genetic"
"123"	58	123	66	0	"Genetic"
"124"	69	124	66	0	"Genetic"
"125"	20	125	65	0	"Genetic"
"126"	66	126	65	0	"Genetic"
"127"	109	127	65	0	"Genetic"
"128"	9	128	64	0	"Genetic"
"129"	53	129	63	0	"Genetic"
"130"	51	130	62	0	"Genetic"
"131"	65	131	62	0	"Genetic"
"132"	80	132	62	0	"Genetic"
"133"	3	133	61	0	"Genetic"
"134"	23	134	61	0	"Genetic"
"135"	5	135	59	0	"Genetic"
"136"	8	136	59	0	"Genetic"
"137"	70	137	59	0	"Genetic"
"138"	73	138	59	0	"Genetic"
"139"	134	139	59	0	"Genetic"
"140"	13	140	58	0	"Genetic"
"141"	15	141	58	0	"Genetic"
"142"	25	142	58	0	"Genetic"
"143"	37	143	58	0	"Genetic"
"144"	48	144	58	0	"Genetic"
"145"	68	145	58	0	"Genetic"
"146"	79	146	58	0	"Genetic"
"147"	28	147	57	0	"Genetic"
"148"	43	148	57	0	"Genetic"
"149"	62	149	57	0	"Genetic"
"150"	136	150	57	0	"Genetic"
"151"	140	151	57	0	"Genetic"
"152"	17	152	56	0	"Genetic"
"153"	18	153	56	0	"Genetic"
"154"	35	154	56	0	"Genetic"
"155"	49	155	56	0	"Genetic"
"156"	50	156	56	0	"Genetic"
"157"	71	157	56	0	"Genetic"
"158"	75	158	56	0	"Genetic"
"159"	5	159	55	0	"Genetic"
"160"	29	160	55	0	"Genetic"
"161"	68	161	55	0	"Genetic"
"162"	2	162	54	0	"Genetic"
"163"	12	163	54	0	"Genetic"
"164"	16	164	54	0	"Genetic"
"165"	18	165	54	0	"Genetic"
"166"	40	166	54	0	"Genetic"
"167"	42	167	54	0	"Genetic"
"168"	43	168	54	0	"Genetic"
"169"	61	169	54	0	"Genetic"
"170"	67	170	54	0	"Genetic"
"171"	67	171	54	0	"Genetic"
"172"	45	172	53	0	"Genetic"
"173"	62	173	53	0	"Genetic"
"174"	15	174	52	0	"Genetic"
"175"	70	175	52	0	"Genetic"
"176"	152	176	52	0	"Genetic"
"177"	164	177	52	0	"Genetic"
"178"	1	178	51	0	"Genetic"
"179"	22	179	51	0	"Genetic"
"180"	38	180	51	0	"Genetic"
"181"	39	181	51	0	"Genetic"
"182"	45	182	51	0	"Genetic"
"183"	27	183	50	0	"Genetic"
"184"	32	184	50	0	"Genetic"
"185"	73	185	50	0	"Genetic"
"186"	83	186	50	0	"Genetic"
"187"	157	187	50	0	"Genetic"
"188"	1	188	49	0	"Genetic"
"189"	63	189	49	0	"Genetic"
"190"	63	190	49	0	"Genetic"
"191"	65	191	49	0	"Genetic"
"192"	38	192	48	0	"Genetic"
"193"	76	193	48	0	"Genetic"
"194"	77	194	48	0	"Genetic"
"195"	83	195	48	0	"Genetic"
"196"	162	196	48	0	"Genetic"
"197"	184	197	48	0	"Genetic"
"198"	4	198	46	0	"Genetic"
"199"	21	199	46	0	"Genetic"
"200"	39	200	46	0	"Genetic"
"201"	76	201	46	0	"Genetic"
"202"	81	202	46	0	"Genetic"
"203"	82	203	45	0	"Genetic"
"204"	37	204	44	0	"Genetic"
"205"	50	205	44	0	"Genetic"
"206"	203	206	44	0	"Genetic"
"207"	14	207	43	0	"Genetic"
"208"	30	208	42	0	"Genetic"
"209"	46	209	42	0	"Genetic"
"210"	69	210	42	0	"Genetic"
"211"	167	211	41	0	"Genetic"
"212"	30	212	40	0	"Genetic"
"213"	72	213	40	0	"Genetic"
"214"	86	214	40	0	"Genetic"
"215"	209	215	40	0	"Genetic"
"216"	74	216	38	0	"Genetic"
"217"	87	217	38	0	"Genetic"
"218"	87	218	38	0	"Genetic"
"219"	198	219	38	0	"Genetic"
"220"	21	220	36	0	"Genetic"
"221"	24	221	36	0	"Genetic"
"222"	84	222	36	0	"Genetic"
"223"	84	223	36	0	"Genetic"
"224"	86	224	36	0	"Genetic"
"225"	85	225	35	0	"Genetic"
"226"	106	226	35	0	"Genetic"
"227"	51	227	33	0	"Genetic"
"228"	48	228	32	0	"Genetic"
"229"	75	229	31	0	"Genetic"
"230"	7	230	30	0	"Genetic"
"231"	89	231	30	0	"Genetic"
"232"	221	232	30	0	"Genetic"
"233"	33	233	29	0	"Genetic"
"234"	52	234	29	0	"Genetic"
"235"	61	235	29	0	"Genetic"
"236"	9	236	23	0	"Genetic"
"237"	6	237	22	0	"Genetic"
"238"	3	238	19	0	"Genetic"
"239"	58	239	19	0	"Genetic"
"240"	25	240	16	0	"Genetic"
"241"	78	241	15	0	"Genetic"
"242"	202	242	15	0	"Genetic"
"243"	29	243	13	0	"Genetic"
"244"	66	244	13	0	"Genetic"
"245"	64	245	9	0	"Genetic"
"246"	49	246	7	0	"Genetic"
"247"	36	247	4	0	"Genetic"
"248"	40	248	4	0	"Genetic"
"249"	89	249	4	0	"Genetic"
"250"	53	250	3	0	"Genetic"
"251"	57	251	3	0	"Genetic"
"252"	93	252	3	0	"Genetic"
"253"	90	253	2	0	"Genetic"
"254"	96	254	2	0	"Genetic"
"255"	216	255	2	0	"Genetic"
"256"	56	256	1	0	"Genetic"
"257"	26	257	0	0	"Genetic"
