"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	1	4	354	0	"Genetic"
"5"	3	5	351	0	"Genetic"
"6"	2	6	342	0	"Genetic"
"7"	2	7	232	0	"Genetic"
"8"	6	8	226	0	"Genetic"
"9"	4	9	206	0	"Genetic"
"10"	3	10	194	0	"Genetic"
"11"	1	11	165	0	"Genetic"
"12"	5	12	164	0	"Genetic"
