"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	3	4	364	0	"Genetic"
"5"	2	5	348	0	"Genetic"
"6"	1	6	327	0	"Genetic"
"7"	5	7	255	0	"Genetic"
"8"	3	8	235	0	"Genetic"
"9"	1	9	207	0	"Genetic"
"10"	4	10	159	0	"Genetic"
