"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	1	4	425	0	"Genetic"
"5"	2	5	412	0	"Genetic"
"6"	1	6	344	0	"Genetic"
"7"	4	7	344	0	"Genetic"
"8"	2	8	332	0	"Genetic"
"9"	5	9	320	0	"Genetic"
"10"	4	10	266	0	"Genetic"
"11"	1	11	263	0	"Genetic"
"12"	6	12	258	0	"Genetic"
"13"	7	13	257	0	"Genetic"
"14"	8	14	252	0	"Genetic"
"15"	9	15	247	0	"Genetic"
"16"	5	16	229	0	"Genetic"
"17"	2	17	218	0	"Genetic"
