"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	1	4	404	0	"Genetic"
"5"	2	5	385	0	"Genetic"
"6"	1	6	303	0	"Genetic"
"7"	4	7	290	0	"Genetic"
"8"	2	8	276	0	"Genetic"
"9"	5	9	270	0	"Genetic"
"10"	5	10	168	0	"Genetic"
"11"	4	11	46	0	"Genetic"
