"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	1	4	268	0	"Genetic"
"5"	4	5	117	0	"Genetic"
"6"	3	6	49	0	"Genetic"
"7"	5	7	46	0	"Genetic"
"8"	2	8	35	0	"Genetic"
"9"	2	9	30	0	"Genetic"
"10"	1	10	19	0	"Genetic"
"11"	4	11	10	0	"Genetic"
"12"	11	12	7	0	"Genetic"
