"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	333	0	"Genetic"
"5"	2	5	186	0	"Genetic"
"6"	4	6	175	0	"Genetic"
"7"	1	7	159	0	"Genetic"
"8"	2	8	109	0	"Genetic"
"9"	5	9	106	0	"Genetic"
"10"	6	10	98	0	"Genetic"
"11"	4	11	90	0	"Genetic"
"12"	1	12	68	0	"Genetic"
"13"	7	13	66	0	"Genetic"
"14"	8	14	9	0	"Genetic"
"15"	4	15	4	0	"Genetic"
