"seed";"dispersal";"divergence_threshold";"competition"
"config_M1_186";73323;0.714285714285714;65;0.907692307692308
"config_M1_187";85214;0.73469387755102;65;0.907692307692308
"config_M1_188";10679;0.755102040816326;65;0.907692307692308
"config_M1_189";19839;0.775510204081633;65;0.907692307692308
"config_M1_190";7896;0.795918367346939;65;0.907692307692308
"config_M1_191";68659;0.816326530612245;65;0.907692307692308
"config_M1_192";33551;0.836734693877551;65;0.907692307692308
"config_M1_193";64519;0.857142857142857;65;0.907692307692308
"config_M1_194";71940;0.877551020408163;65;0.907692307692308
"config_M1_195";94149;0.897959183673469;65;0.907692307692308
"config_M1_196";96072;0.918367346938775;65;0.907692307692308
"config_M1_197";82014;0.938775510204082;65;0.907692307692308
"config_M1_198";73083;0.959183673469388;65;0.907692307692308
"config_M1_199";87620;0.979591836734694;65;0.907692307692308
"config_M1_200";20649;1;65;0.907692307692308
"config_M1_201";58394;0;65;0.91025641025641
"config_M1_202";25492;0.0204081632653061;65;0.91025641025641
"config_M1_203";55499;0.0408163265306122;65;0.91025641025641
"config_M1_204";15729;0.0612244897959184;65;0.91025641025641
"config_M1_205";72047;0.0816326530612245;65;0.91025641025641
"config_M1_206";17810;0.102040816326531;65;0.91025641025641
"config_M1_207";73101;0.122448979591837;65;0.91025641025641
"config_M1_208";48579;0.142857142857143;65;0.91025641025641
"config_M1_209";86712;0.163265306122449;65;0.91025641025641
"config_M1_210";31924;0.183673469387755;65;0.91025641025641
"config_M1_211";43630;0.204081632653061;65;0.91025641025641
"config_M1_212";56419;0.224489795918367;65;0.91025641025641
"config_M1_213";63545;0.244897959183673;65;0.91025641025641
"config_M1_214";59454;0.26530612244898;65;0.91025641025641
"config_M1_215";24093;0.285714285714286;65;0.91025641025641
"config_M1_216";34332;0.306122448979592;65;0.91025641025641
"config_M1_217";24742;0.326530612244898;65;0.91025641025641
"config_M1_218";84318;0.346938775510204;65;0.91025641025641
"config_M1_219";30669;0.36734693877551;65;0.91025641025641
"config_M1_220";31809;0.387755102040816;65;0.91025641025641
"config_M1_221";60196;0.408163265306122;65;0.91025641025641
"config_M1_222";41110;0.428571428571429;65;0.91025641025641
"config_M1_223";39068;0.448979591836735;65;0.91025641025641
"config_M1_224";75434;0.469387755102041;65;0.91025641025641
"config_M1_225";47801;0.489795918367347;65;0.91025641025641
"config_M1_226";45057;0.510204081632653;65;0.91025641025641
"config_M1_227";79778;0.530612244897959;65;0.91025641025641
"config_M1_228";33222;0.551020408163265;65;0.91025641025641
"config_M1_229";41539;0.571428571428571;65;0.91025641025641
"config_M1_230";34703;0.591836734693878;65;0.91025641025641
"config_M1_231";88684;0.612244897959184;65;0.91025641025641
"config_M1_232";92999;0.63265306122449;65;0.91025641025641
"config_M1_233";85920;0.653061224489796;65;0.91025641025641
"config_M1_234";94812;0.673469387755102;65;0.91025641025641
"config_M1_235";37373;0.693877551020408;65;0.91025641025641
"config_M1_236";79909;0.714285714285714;65;0.91025641025641
"config_M1_237";90864;0.73469387755102;65;0.91025641025641
"config_M1_238";97025;0.755102040816326;65;0.91025641025641
"config_M1_239";36393;0.775510204081633;65;0.91025641025641
"config_M1_240";93102;0.795918367346939;65;0.91025641025641
"config_M1_241";91651;0.816326530612245;65;0.91025641025641
"config_M1_242";84706;0.836734693877551;65;0.91025641025641
"config_M1_243";82320;0.857142857142857;65;0.91025641025641
"config_M1_244";44001;0.877551020408163;65;0.91025641025641
"config_M1_245";90524;0.897959183673469;65;0.91025641025641
"config_M1_246";25042;0.918367346938775;65;0.91025641025641
"config_M1_247";31328;0.938775510204082;65;0.91025641025641
"config_M1_248";40710;0.959183673469388;65;0.91025641025641
"config_M1_249";70237;0.979591836734694;65;0.91025641025641
"config_M1_250";69256;1;65;0.91025641025641
"config_M1_251";61261;0;65;0.912820512820513
"config_M1_252";53163;0.0204081632653061;65;0.912820512820513
"config_M1_253";91132;0.0408163265306122;65;0.912820512820513
"config_M1_254";7427;0.0612244897959184;65;0.912820512820513
"config_M1_255";50466;0.0816326530612245;65;0.912820512820513
"config_M1_256";9240;0.102040816326531;65;0.912820512820513
"config_M1_257";52990;0.122448979591837;65;0.912820512820513
"config_M1_258";96265;0.142857142857143;65;0.912820512820513
"config_M1_259";41982;0.163265306122449;65;0.912820512820513
"config_M1_260";49531;0.183673469387755;65;0.912820512820513
"config_M1_261";29747;0.204081632653061;65;0.912820512820513
"config_M1_262";41269;0.224489795918367;65;0.912820512820513
"config_M1_263";61968;0.244897959183673;65;0.912820512820513
"config_M1_264";65830;0.26530612244898;65;0.912820512820513
"config_M1_265";26952;0.285714285714286;65;0.912820512820513
"config_M1_266";78312;0.306122448979592;65;0.912820512820513
"config_M1_267";46979;0.326530612244898;65;0.912820512820513
"config_M1_268";12399;0.346938775510204;65;0.912820512820513
"config_M1_269";41622;0.36734693877551;65;0.912820512820513
"config_M1_270";75616;0.387755102040816;65;0.912820512820513
"config_M1_271";10716;0.408163265306122;65;0.912820512820513
"config_M1_272";47967;0.428571428571429;65;0.912820512820513
"config_M1_273";66746;0.448979591836735;65;0.912820512820513
"config_M1_274";82013;0.469387755102041;65;0.912820512820513
"config_M1_275";67256;0.489795918367347;65;0.912820512820513
"config_M1_276";88540;0.510204081632653;65;0.912820512820513
"config_M1_277";50948;0.530612244897959;65;0.912820512820513
"config_M1_278";23695;0.551020408163265;65;0.912820512820513
"config_M1_279";46702;0.571428571428571;65;0.912820512820513
"config_M1_280";27098;0.591836734693878;65;0.912820512820513
"config_M1_281";68373;0.612244897959184;65;0.912820512820513
"config_M1_282";97327;0.63265306122449;65;0.912820512820513
"config_M1_283";77875;0.653061224489796;65;0.912820512820513
"config_M1_284";64360;0.673469387755102;65;0.912820512820513
"config_M1_285";16028;0.693877551020408;65;0.912820512820513
"config_M1_286";53379;0.714285714285714;65;0.912820512820513
"config_M1_287";27383;0.73469387755102;65;0.912820512820513
"config_M1_288";42337;0.755102040816326;65;0.912820512820513
"config_M1_289";20582;0.775510204081633;65;0.912820512820513
"config_M1_290";59409;0.795918367346939;65;0.912820512820513
"config_M1_291";9780;0.816326530612245;65;0.912820512820513
"config_M1_292";96208;0.836734693877551;65;0.912820512820513
"config_M1_293";80272;0.857142857142857;65;0.912820512820513
"config_M1_294";8196;0.877551020408163;65;0.912820512820513
"config_M1_295";79943;0.897959183673469;65;0.912820512820513
"config_M1_296";95262;0.918367346938775;65;0.912820512820513
"config_M1_297";98442;0.938775510204082;65;0.912820512820513
"config_M1_298";86836;0.959183673469388;65;0.912820512820513
"config_M1_299";45799;0.979591836734694;65;0.912820512820513
"config_M1_300";53446;1;65;0.912820512820513
"config_M1_301";15623;0;65;0.915384615384615
"config_M1_302";85881;0.0204081632653061;65;0.915384615384615
"config_M1_303";62199;0.0408163265306122;65;0.915384615384615
"config_M1_304";33022;0.0612244897959184;65;0.915384615384615
"config_M1_305";14756;0.0816326530612245;65;0.915384615384615
"config_M1_306";97076;0.102040816326531;65;0.915384615384615
"config_M1_307";14825;0.122448979591837;65;0.915384615384615
"config_M1_308";35229;0.142857142857143;65;0.915384615384615
