"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	177	0	"Genetic"
"5"	1	5	164	0	"Genetic"
"6"	2	6	106	0	"Genetic"
"7"	4	7	94	0	"Genetic"
"8"	5	8	94	0	"Genetic"
"9"	1	9	88	0	"Genetic"
"10"	6	10	16	0	"Genetic"
"11"	8	11	10	0	"Genetic"
"12"	5	12	9	0	"Genetic"
"13"	7	13	6	0	"Genetic"
"14"	2	14	5	0	"Genetic"
"15"	1	15	4	0	"Genetic"
"16"	9	16	3	0	"Genetic"
