"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	401	0	"Genetic"
"5"	2	5	333	0	"Genetic"
"6"	1	6	316	0	"Genetic"
"7"	5	7	258	0	"Genetic"
"8"	4	8	250	0	"Genetic"
"9"	2	9	233	0	"Genetic"
"10"	1	10	171	0	"Genetic"
"11"	4	11	169	0	"Genetic"
"12"	5	12	169	0	"Genetic"
"13"	7	13	166	0	"Genetic"
"14"	6	14	164	0	"Genetic"
"15"	8	15	159	0	"Genetic"
"16"	9	16	154	0	"Genetic"
"17"	2	17	150	0	"Genetic"
"18"	11	18	84	0	"Genetic"
"19"	5	19	76	0	"Genetic"
"20"	10	20	74	0	"Genetic"
"21"	14	21	72	0	"Genetic"
"22"	7	22	71	0	"Genetic"
"23"	1	23	69	0	"Genetic"
"24"	13	24	69	0	"Genetic"
"25"	6	25	68	0	"Genetic"
"26"	4	26	58	0	"Genetic"
"27"	8	27	54	0	"Genetic"
"28"	9	28	54	0	"Genetic"
"29"	17	29	54	0	"Genetic"
"30"	12	30	48	0	"Genetic"
"31"	16	31	38	0	"Genetic"
"32"	2	32	24	0	"Genetic"
"33"	18	33	4	0	"Genetic"
