"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	1	4	393	0	"Genetic"
"5"	2	5	382	0	"Genetic"
"6"	3	6	369	0	"Genetic"
"7"	1	7	287	0	"Genetic"
"8"	4	8	276	0	"Genetic"
"9"	2	9	270	0	"Genetic"
"10"	5	10	262	0	"Genetic"
"11"	6	11	243	0	"Genetic"
"12"	3	12	227	0	"Genetic"
"13"	9	13	143	0	"Genetic"
"14"	8	14	137	0	"Genetic"
"15"	4	15	134	0	"Genetic"
