"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	258	0	"Genetic"
"5"	1	5	167	0	"Genetic"
"6"	2	6	156	0	"Genetic"
"7"	4	7	147	0	"Genetic"
"8"	5	8	95	0	"Genetic"
"9"	1	9	90	0	"Genetic"
"10"	6	10	77	0	"Genetic"
"11"	7	11	74	0	"Genetic"
"12"	2	12	66	0	"Genetic"
"13"	4	13	66	0	"Genetic"
"14"	5	14	6	0	"Genetic"
"15"	8	15	4	0	"Genetic"
