"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	1	4	299	0	"Genetic"
"5"	3	5	295	0	"Genetic"
"6"	2	6	294	0	"Genetic"
"7"	3	7	141	0	"Genetic"
"8"	5	8	111	0	"Genetic"
"9"	4	9	94	0	"Genetic"
"10"	6	10	89	0	"Genetic"
"11"	2	11	56	0	"Genetic"
"12"	7	12	51	0	"Genetic"
"13"	7	13	51	0	"Genetic"
"14"	1	14	33	0	"Genetic"
"15"	3	15	18	0	"Genetic"
