"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	3	4	422	0	"Genetic"
"5"	1	5	421	0	"Genetic"
"6"	2	6	417	0	"Genetic"
"7"	4	7	356	0	"Genetic"
"8"	2	8	351	0	"Genetic"
"9"	3	9	349	0	"Genetic"
"10"	6	10	348	0	"Genetic"
"11"	1	11	345	0	"Genetic"
"12"	5	12	307	0	"Genetic"
"13"	7	13	283	0	"Genetic"
"14"	3	14	281	0	"Genetic"
"15"	6	15	280	0	"Genetic"
"16"	1	16	279	0	"Genetic"
"17"	9	17	278	0	"Genetic"
"18"	11	18	278	0	"Genetic"
"19"	4	19	276	0	"Genetic"
"20"	2	20	266	0	"Genetic"
"21"	8	21	252	0	"Genetic"
"22"	10	22	246	0	"Genetic"
"23"	5	23	240	0	"Genetic"
"24"	12	24	238	0	"Genetic"
"25"	6	25	194	0	"Genetic"
"26"	9	26	187	0	"Genetic"
"27"	10	27	174	0	"Genetic"
"28"	22	28	154	0	"Genetic"
"29"	18	29	149	0	"Genetic"
"30"	14	30	129	0	"Genetic"
"31"	16	31	127	0	"Genetic"
"32"	25	32	117	0	"Genetic"
"33"	11	33	107	0	"Genetic"
"34"	3	34	96	0	"Genetic"
"35"	9	35	95	0	"Genetic"
"36"	10	36	95	0	"Genetic"
"37"	23	37	86	0	"Genetic"
"38"	27	38	81	0	"Genetic"
"39"	35	39	77	0	"Genetic"
"40"	5	40	68	0	"Genetic"
"41"	32	41	58	0	"Genetic"
"42"	21	42	50	0	"Genetic"
"43"	20	43	38	0	"Genetic"
"44"	31	44	36	0	"Genetic"
"45"	24	45	29	0	"Genetic"
"46"	35	46	29	0	"Genetic"
"47"	18	47	27	0	"Genetic"
"48"	10	48	26	0	"Genetic"
"49"	19	49	18	0	"Genetic"
"50"	40	50	16	0	"Genetic"
"51"	13	51	15	0	"Genetic"
"52"	24	52	9	0	"Genetic"
"53"	25	53	9	0	"Genetic"
"54"	34	54	7	0	"Genetic"
"55"	3	55	4	0	"Genetic"
"56"	31	56	2	0	"Genetic"
"57"	1	57	1	0	"Genetic"
