"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	3	4	405	0	"Genetic"
"5"	3	5	288	0	"Genetic"
"6"	1	6	265	0	"Genetic"
"7"	1	7	137	0	"Genetic"
"8"	6	8	137	0	"Genetic"
"9"	5	9	126	0	"Genetic"
"10"	3	10	111	0	"Genetic"
"11"	4	11	50	0	"Genetic"
"12"	5	12	39	0	"Genetic"
"13"	8	13	38	0	"Genetic"
"14"	6	14	18	0	"Genetic"
"15"	4	15	15	0	"Genetic"
"16"	12	16	2	0	"Genetic"
