"Ancestor"	"Descendent"	"Speciation.Time"	"Extinction.Time"	"Speciation.Type"
"1"	1	1	500	0	"ROOT"
"2"	1	2	500	0	"GENETIC"
"3"	1	3	500	0	"GENETIC"
"4"	2	4	274	0	"Genetic"
"5"	3	5	268	0	"Genetic"
"6"	1	6	196	0	"Genetic"
"7"	3	7	79	0	"Genetic"
"8"	4	8	76	0	"Genetic"
"9"	2	9	68	0	"Genetic"
"10"	9	10	60	0	"Genetic"
"11"	3	11	58	0	"Genetic"
"12"	1	12	57	0	"Genetic"
"13"	5	13	11	0	"Genetic"
